user_id,segment_id,segment,归属置信度,宏观结构,是否边界用户,x_umap,y_umap
0391,3,促销敏感型2,0.4992,宏观群1,0,3.7279,4.1142
0392,3,促销敏感型2,0.7999,宏观群0,0,7.6434,8.0465
0393,0,促销敏感型,0.4378,宏观群1,0,6.0247,4.2269
0394,4,高价值稳定型2,0.8023,宏观群0,0,6.3827,8.334
0395,2,高价值稳定型,0.999,宏观群0,0,0.5781,9.2187
0396,2,高价值稳定型,0.6912,宏观群0,0,0.7263,8.762
0397,2,高价值稳定型,0.9477,宏观群0,0,0.6483,7.5562
0398,2,高价值稳定型,0.8907,宏观群0,0,0.1465,8.4879
0399,5,生鲜高频型,0.7392,宏观群1,0,3.6967,4.1216
0400,2,高价值稳定型,0.9948,宏观群0,0,0.1254,8.596
0401,3,促销敏感型2,0.9644,宏观群0,0,6.584,10.346
0402,4,高价值稳定型2,0.7719,宏观群0,0,2.5469,8.9531
0403,2,高价值稳定型,0.5277,宏观群0,0,3.3053,8.0057
0404,2,高价值稳定型,0.9499,宏观群0,0,1.0082,8.5038
0405,2,高价值稳定型,0.6476,宏观群0,0,0.7436,8.4173
0406,0,促销敏感型,0.9499,宏观群1,0,6.4407,4.8893
0407,0,促销敏感型,0.9133,宏观群1,0,6.2861,5.0037
0408,2,高价值稳定型,0.7195,宏观群0,0,1.2832,8.7288
0409,4,高价值稳定型2,0.618,宏观群0,0,3.3085,7.9855
0410,5,生鲜高频型,0.916,宏观群1,0,5.6565,3.8369
0411,2,高价值稳定型,0.755,宏观群0,0,0.3926,8.3536
0412,2,高价值稳定型,0.7639,宏观群0,0,1.3765,8.4491
0413,1,流失预警型,1.0,宏观群0,0,6.5897,6.1311
0414,3,促销敏感型2,0.9688,宏观群0,0,7.9897,6.5261
0415,2,高价值稳定型,0.9886,宏观群0,0,1.1537,7.8589
0416,3,促销敏感型2,0.5567,宏观群1,0,5.6161,3.4215
0417,4,高价值稳定型2,0.8188,宏观群0,0,6.4351,9.3531
0418,1,流失预警型,0.9967,宏观群0,0,5.4383,6.4077
0419,0,促销敏感型,0.8725,宏观群0,0,4.6554,6.9896
0420,1,流失预警型,0.672,宏观群0,0,6.682,6.7266
0421,4,高价值稳定型2,0.6523,宏观群0,0,1.2125,8.2209
0422,5,生鲜高频型,0.9998,宏观群1,0,5.9608,2.9387
0423,2,高价值稳定型,0.6262,宏观群0,0,2.2725,8.4077
0424,2,高价值稳定型,0.9662,宏观群0,0,2.0436,7.1167
0425,4,高价值稳定型2,0.9747,宏观群0,0,4.736,8.9779
0426,5,生鲜高频型,0.6884,宏观群1,0,5.7458,4.0096
0427,5,生鲜高频型,0.8786,宏观群1,0,5.422,3.8758
0428,6,类目集中型,0.8548,宏观群0,0,8.0325,7.8401
0429,0,促销敏感型,0.347,宏观群0,0,3.0586,7.9425
0430,6,类目集中型,0.9942,宏观群0,0,8.0243,7.8335
0431,4,高价值稳定型2,0.7167,宏观群0,0,1.068,7.9224
0432,0,促销敏感型,0.5945,宏观群0,0,6.1155,9.7958
0433,2,高价值稳定型,0.9176,宏观群0,0,1.7542,7.6906
0434,4,高价值稳定型2,0.8993,宏观群0,0,1.5517,8.1044
0435,2,高价值稳定型,0.9582,宏观群0,0,2.0741,6.8314
0436,2,高价值稳定型,0.7636,宏观群0,0,2.0673,6.6635
0437,2,高价值稳定型,0.9833,宏观群0,0,1.1904,7.5777
0438,2,高价值稳定型,0.7628,宏观群0,0,1.9764,7.7404
0439,2,高价值稳定型,0.9409,宏观群0,0,1.229,8.8409
0440,2,高价值稳定型,0.9184,宏观群0,0,2.023,8.9829
0441,2,高价值稳定型,0.9355,宏观群0,0,0.8265,7.8263
0442,4,高价值稳定型2,0.9013,宏观群0,0,2.7889,8.6502
0443,4,高价值稳定型2,0.6566,宏观群0,0,1.4726,8.4835
0444,2,高价值稳定型,0.9916,宏观群0,0,1.1251,7.6928
0445,0,促销敏感型,0.5106,宏观群0,0,3.6924,6.7386
0446,3,促销敏感型2,0.9472,宏观群0,0,7.4061,7.4713
0447,4,高价值稳定型2,0.8703,宏观群0,0,2.1617,7.8975
0448,6,类目集中型,0.9997,宏观群0,0,8.8578,7.976
0449,0,促销敏感型,0.933,宏观群0,0,7.1819,6.6493
0450,2,高价值稳定型,0.9212,宏观群0,0,0.7813,7.4738
0451,6,类目集中型,0.555,宏观群1,0,5.476,4.1622
0452,1,流失预警型,1.0,宏观群0,0,6.1008,6.8099
0453,2,高价值稳定型,0.9823,宏观群0,0,0.9475,8.0623
0454,2,高价值稳定型,0.9788,宏观群0,0,0.4378,8.975
0455,3,促销敏感型2,0.9926,宏观群0,0,7.1974,10.7889
0456,3,促销敏感型2,0.8835,宏观群0,0,6.2234,10.4496
0457,2,高价值稳定型,0.9084,宏观群0,0,1.8995,6.4986
0458,2,高价值稳定型,0.7859,宏观群0,0,2.8161,7.3367
0459,2,高价值稳定型,0.9495,宏观群0,0,1.2829,7.4354
0460,0,促销敏感型,0.7291,宏观群0,0,6.1752,10.7935
0461,2,高价值稳定型,0.9963,宏观群0,0,0.2378,8.7956
0462,3,促销敏感型2,0.9971,宏观群0,0,7.9085,7.7271
0463,1,流失预警型,1.0,宏观群0,0,6.2013,5.8466
0464,2,高价值稳定型,0.9605,宏观群0,0,1.3167,8.8055
0465,2,高价值稳定型,0.4437,宏观群0,0,2.9298,5.9883
0466,2,高价值稳定型,0.5697,宏观群0,0,1.6773,8.9778
0467,1,流失预警型,0.9915,宏观群0,0,6.5739,6.3236
0468,2,高价值稳定型,0.8376,宏观群0,0,1.8423,6.1731
0469,2,高价值稳定型,0.6733,宏观群0,0,1.3317,8.4964
0470,4,高价值稳定型2,0.5138,宏观群0,0,4.5853,7.2451
0471,4,高价值稳定型2,0.9258,宏观群0,0,6.7393,7.8434
0472,3,促销敏感型2,0.6414,宏观群0,0,6.2011,9.2874
0473,1,流失预警型,0.9999,宏观群0,0,6.0926,6.7024
0474,4,高价值稳定型2,0.5924,宏观群0,0,1.0883,8.0067
0475,6,类目集中型,0.9999,宏观群0,0,7.8734,7.0577
0476,2,高价值稳定型,0.7764,宏观群0,0,0.5311,7.9981
0477,6,类目集中型,0.6445,宏观群0,0,6.3625,8.3815
0478,0,促销敏感型,0.6452,宏观群1,0,6.1953,4.6945
0479,3,促销敏感型2,0.7425,宏观群0,0,6.8752,7.7916
0480,4,高价值稳定型2,0.8449,宏观群0,0,4.2989,7.7774
0481,4,高价值稳定型2,0.9821,宏观群0,0,4.571,8.1514
0482,2,高价值稳定型,0.9561,宏观群0,0,1.3742,7.1571
0483,2,高价值稳定型,0.9909,宏观群0,0,0.8901,7.8179
0484,2,高价值稳定型,0.9967,宏观群0,0,0.1952,8.4036
0485,2,高价值稳定型,0.6527,宏观群0,0,2.2703,6.0745
0486,4,高价值稳定型2,0.6071,宏观群0,0,6.2105,8.0676
0487,2,高价值稳定型,0.5047,宏观群0,0,1.3691,9.0513
0488,4,高价值稳定型2,0.9854,宏观群0,0,4.4298,7.5054
0489,2,高价值稳定型,0.9186,宏观群0,0,2.1032,6.3756
0490,4,高价值稳定型2,0.7521,宏观群0,0,6.4136,9.4812
0491,4,高价值稳定型2,0.914,宏观群0,0,3.768,7.8171
0492,2,高价值稳定型,0.9608,宏观群0,0,2.0582,7.4224
0493,5,生鲜高频型,0.7081,宏观群1,0,5.4242,3.9992
0494,3,促销敏感型2,0.5453,宏观群1,0,5.4388,4.0964
0495,5,生鲜高频型,0.4457,宏观群1,0,5.0189,3.2671
0496,4,高价值稳定型2,0.8137,宏观群0,0,6.505,9.1114
0497,2,高价值稳定型,0.9031,宏观群0,0,0.2598,8.4345
0498,6,类目集中型,0.9102,宏观群0,0,7.4608,8.6947
0499,2,高价值稳定型,0.9215,宏观群0,0,2.0985,8.7928
0500,6,类目集中型,0.9727,宏观群0,0,8.0052,8.2995
0501,4,高价值稳定型2,0.7358,宏观群0,0,3.3197,8.846
0502,1,流失预警型,0.3981,宏观群0,0,6.8275,6.8454
0503,2,高价值稳定型,0.7984,宏观群0,0,1.9517,6.0402
0504,5,生鲜高频型,0.9458,宏观群1,0,6.0422,3.9409
0505,3,促销敏感型2,0.6638,宏观群0,0,7.88,7.2959
0506,4,高价值稳定型2,0.9102,宏观群0,0,2.4171,8.9127
0507,2,高价值稳定型,0.9508,宏观群0,0,2.1192,8.0282
0508,4,高价值稳定型2,0.7383,宏观群0,0,6.5024,8.4081
0509,2,高价值稳定型,0.8198,宏观群0,0,1.0843,8.9494
0510,4,高价值稳定型2,0.8856,宏观群0,0,5.4635,9.4617
0511,4,高价值稳定型2,0.7847,边界用户,1,3.3674,5.7699
0512,2,高价值稳定型,0.9707,宏观群0,0,1.378,7.8389
0513,4,高价值稳定型2,0.9525,宏观群0,0,4.9915,9.6047
0514,1,流失预警型,0.991,宏观群0,0,6.1076,6.471
0515,2,高价值稳定型,0.9773,宏观群0,0,1.8068,7.5941
0516,2,高价值稳定型,0.9768,宏观群0,0,1.643,7.6974
0517,0,促销敏感型,0.8742,宏观群0,0,5.7287,9.8905
0518,6,类目集中型,0.9894,宏观群0,0,7.9011,8.0973
0519,2,高价值稳定型,0.8087,宏观群0,0,2.9394,7.9802
0520,4,高价值稳定型2,0.8731,宏观群0,0,6.2487,8.4395
0521,0,促销敏感型,0.6015,宏观群0,0,6.3679,7.0428
0522,4,高价值稳定型2,0.9242,宏观群0,0,3.2237,8.8612
0523,2,高价值稳定型,0.9037,宏观群0,0,1.8661,6.5599
0524,2,高价值稳定型,0.5725,宏观群0,0,1.6863,8.9177
0525,4,高价值稳定型2,0.8412,宏观群0,0,4.7446,8.3392
0526,4,高价值稳定型2,0.9415,宏观群0,0,6.1945,8.364
0527,4,高价值稳定型2,0.8846,宏观群0,0,2.7519,8.4239
0528,1,流失预警型,0.9951,宏观群0,0,6.1098,6.4674
0529,0,促销敏感型,0.5122,宏观群0,0,2.4403,6.4674
0530,6,类目集中型,0.9669,宏观群1,0,5.5689,4.4754
0531,4,高价值稳定型2,0.8568,宏观群0,0,3.5397,8.3847
0532,2,高价值稳定型,0.6914,宏观群0,0,2.7722,7.9038
0533,2,高价值稳定型,0.9922,宏观群0,0,1.0403,8.2868
0534,0,促销敏感型,0.723,宏观群0,0,5.2404,6.5107
0535,0,促销敏感型,0.9773,宏观群0,0,5.9865,10.9035
0536,3,促销敏感型2,0.9995,宏观群0,0,8.8695,6.1018
0537,4,高价值稳定型2,0.9581,宏观群0,0,5.6044,9.2992
0538,4,高价值稳定型2,0.4631,宏观群0,0,3.002,8.5242
0539,2,高价值稳定型,0.9147,宏观群0,0,1.9569,7.5442
0540,3,促销敏感型2,0.8755,宏观群0,0,5.3514,9.987
0541,1,流失预警型,1.0,宏观群0,0,6.1369,6.9205
0542,2,高价值稳定型,0.7558,宏观群0,0,1.2905,9.1868
0543,3,促销敏感型2,0.4519,边界用户,1,6.1914,5.204
0544,6,类目集中型,0.9999,宏观群0,0,8.4555,7.6021
0545,6,类目集中型,0.8958,宏观群0,0,7.7051,8.0938
0546,4,高价值稳定型2,0.9754,宏观群0,0,4.5711,8.2695
0547,2,高价值稳定型,0.8166,宏观群0,0,1.0717,8.5436
0548,4,高价值稳定型2,0.558,宏观群0,0,1.5308,9.068
0549,6,类目集中型,0.6924,宏观群0,0,4.406,8.0045
0550,3,促销敏感型2,0.99,宏观群0,0,7.1983,8.9274
0551,2,高价值稳定型,0.9839,宏观群0,0,1.1723,8.8964
0552,4,高价值稳定型2,0.4305,宏观群0,0,6.6709,7.5308
0553,2,高价值稳定型,0.9996,宏观群0,0,0.3712,9.0359
0554,2,高价值稳定型,0.8475,宏观群0,0,1.0597,8.5019
0555,6,类目集中型,0.9982,宏观群0,0,8.4123,7.6031
0556,2,高价值稳定型,0.9651,宏观群0,0,1.6955,7.8413
0557,4,高价值稳定型2,0.7725,宏观群0,0,6.1987,9.3516
0558,0,促销敏感型,0.5497,宏观群0,0,6.4349,7.2866
0559,4,高价值稳定型2,0.9227,宏观群0,0,5.7867,8.5202
0560,2,高价值稳定型,0.9693,宏观群0,0,2.0344,6.7765
0561,5,生鲜高频型,0.8621,宏观群1,0,5.941,4.2171
0562,2,高价值稳定型,0.7766,宏观群0,0,1.7261,7.3277
0563,2,高价值稳定型,0.9984,宏观群0,0,0.8,9.1553
0564,4,高价值稳定型2,0.9803,宏观群0,0,4.7721,7.7908
0565,6,类目集中型,0.9967,宏观群0,0,8.0033,8.2118
0566,4,高价值稳定型2,0.8246,宏观群0,0,2.6684,8.8355
0567,6,类目集中型,0.9995,宏观群0,0,8.8189,7.9923
0568,2,高价值稳定型,0.5021,宏观群0,0,2.7738,7.5658
0569,2,高价值稳定型,0.7183,宏观群0,0,2.2014,8.2936
0570,4,高价值稳定型2,0.6395,宏观群0,0,6.3686,9.3855
0571,3,促销敏感型2,0.977,宏观群0,0,7.2308,8.95
0572,4,高价值稳定型2,0.8683,宏观群0,0,2.6262,8.6233
0573,2,高价值稳定型,0.6099,宏观群0,0,1.8529,8.1321
0574,2,高价值稳定型,0.8317,宏观群0,0,2.3195,6.2939
0575,2,高价值稳定型,0.5776,宏观群0,0,3.0731,7.8983
0576,2,高价值稳定型,0.5766,宏观群0,0,2.5466,7.171
0577,3,促销敏感型2,0.9606,宏观群0,0,5.4054,9.9455
0578,2,高价值稳定型,0.9439,宏观群0,0,2.112,8.3413
0579,2,高价值稳定型,0.8597,宏观群0,0,2.4939,7.2199
0580,1,流失预警型,1.0,宏观群0,0,6.5859,6.0819
0581,0,促销敏感型,0.4059,宏观群0,0,3.691,7.6263
0582,4,高价值稳定型2,0.5717,宏观群0,0,4.8155,8.3885
0583,3,促销敏感型2,0.9949,宏观群0,0,8.0076,6.4816
0584,0,促销敏感型,0.581,宏观群1,0,6.2821,4.7144
0585,5,生鲜高频型,0.9998,宏观群1,0,5.9338,3.0046
0586,6,类目集中型,0.9905,宏观群0,0,8.3865,8.0944
0587,2,高价值稳定型,0.9887,宏观群0,0,1.7294,6.4115
0588,4,高价值稳定型2,0.9307,宏观群0,0,3.5443,8.3751
0589,4,高价值稳定型2,0.5941,宏观群0,0,6.5503,7.7589
0590,4,高价值稳定型2,0.7545,宏观群0,0,2.0285,8.6338
0591,2,高价值稳定型,0.9824,宏观群0,0,1.2093,8.6931
0592,2,高价值稳定型,0.9981,宏观群0,0,0.6804,9.1454
0593,2,高价值稳定型,0.6284,宏观群0,0,0.8998,7.6798
0594,2,高价值稳定型,0.8888,宏观群0,0,2.3195,7.2621
0595,4,高价值稳定型2,0.9699,宏观群0,0,5.9938,9.3007
0596,2,高价值稳定型,0.8788,宏观群0,0,2.346,7.7616
0597,2,高价值稳定型,0.5244,宏观群0,0,0.8305,7.7265
0598,4,高价值稳定型2,0.9547,宏观群0,0,4.1324,8.1871
0599,4,高价值稳定型2,0.9031,宏观群0,0,3.9751,9.1036
0600,0,促销敏感型,0.5661,宏观群0,0,2.3655,7.6864
0601,4,高价值稳定型2,0.5483,宏观群0,0,1.8901,8.432
0602,5,生鲜高频型,0.8079,宏观群1,0,6.0388,4.3862
0603,5,生鲜高频型,0.836,宏观群1,0,5.2909,3.8166
0604,4,高价值稳定型2,0.5524,宏观群0,0,1.1829,7.9659
0605,1,流失预警型,0.976,宏观群0,0,5.8791,5.3053
0606,5,生鲜高频型,0.9985,宏观群1,0,5.892,3.0189
0607,1,流失预警型,0.6155,宏观群0,0,2.6241,7.654
0608,4,高价值稳定型2,0.8501,宏观群0,0,6.5486,8.4144
0609,2,高价值稳定型,0.9853,宏观群0,0,0.9804,9.2335
0610,0,促销敏感型,0.9608,宏观群0,0,2.4116,7.5393
0611,3,促销敏感型2,0.9996,宏观群0,0,7.8747,9.9165
0612,3,促销敏感型2,0.9084,宏观群0,0,5.594,9.6198
0613,1,流失预警型,0.8725,宏观群0,0,5.3217,7.5313
0614,2,高价值稳定型,0.9657,宏观群0,0,0.9047,8.9902
0615,4,高价值稳定型2,0.7575,宏观群0,0,3.1854,6.6523
0616,2,高价值稳定型,0.8425,宏观群0,0,2.1582,6.8693
0617,2,高价值稳定型,0.7831,宏观群0,0,0.666,7.5004
0618,3,促销敏感型2,0.9991,宏观群0,0,8.8039,6.0045
0619,2,高价值稳定型,0.9752,宏观群0,0,1.1607,9.0402
0620,2,高价值稳定型,0.8506,宏观群0,0,1.6046,7.1086
0621,2,高价值稳定型,0.9772,宏观群0,0,1.4342,7.754
0622,0,促销敏感型,0.3976,宏观群0,0,4.5514,7.319
0623,4,高价值稳定型2,0.987,宏观群0,0,4.2917,8.2798
0624,4,高价值稳定型2,0.9764,宏观群0,0,4.336,8.0491
0625,2,高价值稳定型,0.8297,宏观群0,0,2.1815,6.5394
0626,2,高价值稳定型,0.905,宏观群0,0,2.0548,8.7156
0627,2,高价值稳定型,0.5359,宏观群0,0,1.1753,8.3317
0628,2,高价值稳定型,0.7873,宏观群0,0,2.2917,7.9103
0629,0,促销敏感型,0.5707,宏观群0,0,5.3968,7.4955
0630,0,促销敏感型,0.8745,宏观群0,0,3.083,7.8541
0631,1,流失预警型,1.0,宏观群0,0,6.2327,5.8084
0632,6,类目集中型,0.9763,宏观群0,0,8.0669,7.8923
0633,1,流失预警型,1.0,宏观群0,0,6.1437,6.1731
0634,2,高价值稳定型,0.9128,宏观群0,0,1.9676,6.6569
0635,4,高价值稳定型2,0.9262,宏观群0,0,5.9962,9.0042
0636,4,高价值稳定型2,0.9136,宏观群0,0,4.3585,8.3622
0637,2,高价值稳定型,0.8633,宏观群0,0,0.8025,7.7227
0638,0,促销敏感型,0.9996,宏观群0,0,8.0446,9.6238
0639,1,流失预警型,0.7946,宏观群0,0,6.6444,6.5029
0640,2,高价值稳定型,0.5167,宏观群0,0,2.3778,8.6967
0641,1,流失预警型,1.0,宏观群0,0,6.5568,6.0741
0642,2,高价值稳定型,0.7588,宏观群0,0,1.1532,9.152
0643,2,高价值稳定型,0.6528,宏观群0,0,2.3828,6.3147
0644,2,高价值稳定型,0.8456,宏观群0,0,1.2864,8.2073
0645,4,高价值稳定型2,0.969,宏观群0,0,4.5024,8.1914
0646,4,高价值稳定型2,0.7787,宏观群0,0,1.9464,7.8842
0647,4,高价值稳定型2,0.8168,宏观群0,0,2.4491,7.3657
0648,1,流失预警型,0.991,边界用户,1,5.7739,5.3598
0649,6,类目集中型,0.6035,宏观群1,0,5.4513,4.0869
0650,4,高价值稳定型2,0.8037,宏观群0,0,2.6045,8.6728
0651,2,高价值稳定型,0.6184,宏观群0,0,2.5469,8.6406
0652,6,类目集中型,0.9999,宏观群0,0,7.9611,7.2388
0653,1,流失预警型,1.0,宏观群0,0,6.6061,6.0964
0654,4,高价值稳定型2,0.8783,宏观群0,0,6.4628,8.9287
0655,0,促销敏感型,0.9996,宏观群0,0,7.3733,6.1261
0656,0,促销敏感型,0.7393,宏观群0,0,4.5601,7.0761
0657,4,高价值稳定型2,0.9718,宏观群0,0,4.0315,9.0053
0658,2,高价值稳定型,0.637,宏观群0,0,1.1039,8.4909
0659,4,高价值稳定型2,0.5374,宏观群1,0,4.1268,4.526
0660,4,高价值稳定型2,0.9066,宏观群0,0,3.3276,8.3638
0661,2,高价值稳定型,0.7755,宏观群0,0,0.8537,7.83
0662,4,高价值稳定型2,0.8843,宏观群0,0,6.1092,9.1252
0663,0,促销敏感型,0.9989,边界用户,1,7.2827,5.4244
0664,0,促销敏感型,0.5392,宏观群0,0,4.3714,7.1046
0665,3,促销敏感型2,0.791,宏观群0,0,6.2424,10.6542
0666,2,高价值稳定型,0.9991,宏观群0,0,0.5213,9.0542
0667,1,流失预警型,0.9999,宏观群0,0,6.0369,6.7558
0668,4,高价值稳定型2,0.9426,宏观群0,0,3.8963,8.0228
0669,2,高价值稳定型,0.9709,宏观群0,0,1.034,7.3011
0670,0,促销敏感型,0.4117,宏观群0,0,5.6578,7.3193
0671,0,促销敏感型,0.7884,宏观群0,0,3.3922,7.3508
0672,4,高价值稳定型2,0.8521,宏观群0,0,6.6308,7.9536
0673,4,高价值稳定型2,0.8017,宏观群0,0,3.2563,6.41
0674,3,促销敏感型2,0.9163,宏观群0,0,6.2826,10.3779
0675,2,高价值稳定型,0.9879,宏观群0,0,1.5504,7.8044
0676,4,高价值稳定型2,0.5146,宏观群0,0,2.1989,8.7208
0677,2,高价值稳定型,0.9701,宏观群0,0,1.4529,9.0473
0678,4,高价值稳定型2,0.7475,宏观群0,0,4.3276,9.531
0679,4,高价值稳定型2,0.8247,宏观群0,0,5.3321,8.4839
0680,2,高价值稳定型,0.5689,宏观群0,0,2.9639,7.5154
0681,0,促销敏感型,0.6088,宏观群0,0,2.5089,6.6742
0682,2,高价值稳定型,0.9348,宏观群0,0,0.8027,7.8589
0683,4,高价值稳定型2,0.6812,宏观群0,0,2.8685,6.6068
0684,2,高价值稳定型,0.9593,宏观群0,0,1.453,8.2016
0685,0,促销敏感型,0.9991,宏观群0,0,7.3701,6.1256
0686,3,促销敏感型2,0.497,宏观群0,0,6.1754,7.5895
0687,2,高价值稳定型,0.8386,宏观群0,0,2.1876,7.8055
0688,3,促销敏感型2,0.9983,宏观群0,0,7.2632,10.839
0689,2,高价值稳定型,0.8795,宏观群0,0,1.0719,8.6379
0690,3,促销敏感型2,0.9569,宏观群0,0,7.2481,8.8712
0691,4,高价值稳定型2,0.6682,宏观群0,0,7.0658,7.9405
0692,1,流失预警型,0.9664,宏观群1,0,5.4339,4.2709
0693,0,促销敏感型,0.6632,宏观群0,0,6.2227,10.7899
0694,6,类目集中型,0.5344,宏观群0,0,8.1987,9.1489
0695,3,促销敏感型2,0.9992,宏观群0,0,7.9724,9.8413
0696,2,高价值稳定型,0.9103,宏观群0,0,1.8462,6.0028
0697,4,高价值稳定型2,0.954,宏观群0,0,3.2261,8.3197
0698,2,高价值稳定型,0.9975,宏观群0,0,0.8645,9.0924
0699,0,促销敏感型,0.9971,宏观群0,0,7.3535,6.1579
0700,3,促销敏感型2,0.9948,宏观群0,0,6.8825,10.2166
0701,3,促销敏感型2,0.9948,宏观群0,0,7.6315,8.8587
0702,0,促销敏感型,0.4356,宏观群0,0,5.4631,6.1268
0703,0,促销敏感型,1.0,边界用户,1,7.38,5.2379
0704,4,高价值稳定型2,0.7831,宏观群0,0,5.0282,9.6717
0705,3,促销敏感型2,0.8373,宏观群1,0,3.718,4.0992
0706,2,高价值稳定型,0.6514,宏观群0,0,2.0277,8.4849
0707,3,促销敏感型2,1.0,宏观群0,0,8.8539,6.0594
0708,1,流失预警型,0.8715,宏观群0,0,6.1967,7.0267
0709,4,高价值稳定型2,0.7439,宏观群0,0,6.076,7.7818
0710,4,高价值稳定型2,0.9486,宏观群0,0,6.6263,7.7133
0711,4,高价值稳定型2,0.9458,宏观群0,0,6.0236,7.7654
0712,4,高价值稳定型2,0.949,宏观群0,0,3.7694,6.5812
0713,2,高价值稳定型,0.9343,宏观群0,0,2.0161,6.3994
0714,5,生鲜高频型,0.5665,宏观群1,0,5.6021,4.0133
0715,6,类目集中型,0.9994,宏观群0,0,7.9365,7.2631
0716,2,高价值稳定型,0.9521,宏观群0,0,1.421,7.9129
0717,3,促销敏感型2,1.0,宏观群0,0,6.9923,10.6037
0718,2,高价值稳定型,0.9434,宏观群0,0,1.8269,8.3948
0719,1,流失预警型,0.7611,宏观群0,0,4.7025,7.0601
0720,1,流失预警型,0.834,宏观群0,0,6.0422,6.5681
0721,2,高价值稳定型,0.965,宏观群0,0,1.6876,7.1164
0722,2,高价值稳定型,0.9288,宏观群0,0,2.0769,6.9141
0723,2,高价值稳定型,0.5044,宏观群0,0,2.1797,7.2707
0724,4,高价值稳定型2,0.6261,宏观群0,0,6.6936,8.0129
0725,3,促销敏感型2,0.679,宏观群0,0,7.6436,9.0579
0726,2,高价值稳定型,0.9412,宏观群0,0,2.0211,7.6621
0727,4,高价值稳定型2,0.9287,宏观群0,0,3.6734,6.4399
0728,6,类目集中型,0.972,宏观群0,0,7.5372,6.9579
0729,2,高价值稳定型,0.9663,宏观群0,0,0.3792,8.458
0730,2,高价值稳定型,0.9903,宏观群0,0,0.6031,8.9885
0731,4,高价值稳定型2,0.7934,宏观群0,0,0.4902,8.2259
0732,2,高价值稳定型,0.7713,宏观群0,0,1.0917,8.4635
0733,2,高价值稳定型,0.9561,宏观群0,0,1.0547,8.0563
0734,0,促销敏感型,0.5008,宏观群1,0,5.9922,4.3756
0735,0,促销敏感型,0.9617,宏观群0,0,7.2438,6.1527
0736,2,高价值稳定型,0.9682,宏观群0,0,1.685,6.5888
0737,0,促销敏感型,0.5512,宏观群0,0,2.6467,7.7827
0738,4,高价值稳定型2,0.9525,宏观群0,0,4.6498,7.9062
0739,0,促销敏感型,0.3196,宏观群0,0,3.0073,8.1006
0740,2,高价值稳定型,0.9396,宏观群0,0,3.2724,6.6425
0741,4,高价值稳定型2,0.9585,宏观群0,0,3.9392,8.8123
0742,1,流失预警型,0.9613,宏观群0,0,6.0551,6.5354
0743,4,高价值稳定型2,0.6821,宏观群0,0,6.8701,7.3384
0744,1,流失预警型,0.9244,宏观群0,0,5.6667,5.105
0745,2,高价值稳定型,0.9493,宏观群0,0,0.9476,7.6952
0746,1,流失预警型,0.5611,宏观群0,0,5.0081,7.8894
0747,6,类目集中型,0.9838,宏观群0,0,7.8506,8.0205
0748,4,高价值稳定型2,0.9211,宏观群0,0,4.6952,7.9105
0749,1,流失预警型,0.5147,宏观群0,0,2.3439,6.5304
0750,2,高价值稳定型,0.9868,宏观群0,0,1.2427,7.8006
0751,4,高价值稳定型2,0.9435,宏观群0,0,3.6692,8.5338
0752,4,高价值稳定型2,0.6431,宏观群0,0,1.5813,8.6005
0753,2,高价值稳定型,0.5366,宏观群0,0,2.8792,5.9967
0754,2,高价值稳定型,0.9779,宏观群0,0,1.2555,7.574
0755,0,促销敏感型,0.5679,宏观群0,0,4.4671,7.1778
0756,4,高价值稳定型2,0.8718,宏观群0,0,5.957,8.9633
0757,2,高价值稳定型,0.8485,宏观群0,0,2.927,6.9391
0758,2,高价值稳定型,0.9901,宏观群0,0,0.3637,7.8971
0759,4,高价值稳定型2,0.7543,宏观群0,0,4.8105,7.5044
0760,0,促销敏感型,0.9962,边界用户,1,7.2578,5.6848
0761,2,高价值稳定型,0.6814,宏观群0,0,0.8199,8.0205
0762,5,生鲜高频型,0.9975,宏观群1,0,5.7982,3.3661
0763,2,高价值稳定型,0.7906,宏观群0,0,0.8678,8.4062
0764,4,高价值稳定型2,0.981,宏观群0,0,4.2515,8.0934
0765,4,高价值稳定型2,0.7123,宏观群0,0,4.8448,8.4094
0766,2,高价值稳定型,0.7342,宏观群0,0,1.1439,8.7013
0767,6,类目集中型,0.9998,宏观群0,0,8.1194,9.1752
0768,4,高价值稳定型2,0.3994,宏观群1,0,5.9674,4.6085
0769,2,高价值稳定型,0.9419,宏观群0,0,0.5428,7.6486
0770,4,高价值稳定型2,0.8564,宏观群0,0,2.2944,8.3898
0771,3,促销敏感型2,0.9501,宏观群1,0,5.8866,4.5633
0772,0,促销敏感型,0.7921,宏观群1,0,6.2349,4.6351
0773,4,高价值稳定型2,0.7584,宏观群0,0,2.7076,8.7081
0774,4,高价值稳定型2,0.9702,宏观群0,0,4.3581,7.9643
0775,6,类目集中型,1.0,宏观群0,0,8.3279,9.4189
0776,1,流失预警型,0.9993,边界用户,1,5.8659,5.5124
0777,4,高价值稳定型2,0.8885,宏观群0,0,4.7769,9.2154
0778,1,流失预警型,0.9997,宏观群0,0,6.1251,6.4415
0779,2,高价值稳定型,0.8096,宏观群0,0,1.6722,7.2372
0780,2,高价值稳定型,0.9861,宏观群0,0,1.4284,8.0929
0781,3,促销敏感型2,0.9249,宏观群0,0,5.3399,9.9938
0782,4,高价值稳定型2,0.8511,宏观群0,0,4.7146,9.5914
