user_id,cat_l3_code,购买次数,平均复购周期天,距今天数,复购紧迫度
0303,202502,1,,76,
0303,202505,1,,76,
0303,210107,1,,18,
0303,220111,1,,18,
0303,220302,1,,76,
0303,220399,1,,76,
0303,220405,1,,76,
0303,220499,1,,18,
0303,220511,1,,4,
0303,220601,1,,76,
0303,220602,1,,76,
0303,220603,1,,76,
0303,220607,2,3.0,73,24.333
0303,220902,1,,73,
0303,221001,1,,4,
0303,230304,1,,76,
0303,230602,1,,4,
0303,230604,1,,76,
0303,230901,1,,18,
0303,301301,1,,27,
0303,301303,1,,27,
0303,301609,1,,27,
0303,301802,1,,27,
0304,100101,16,6.933,10,1.442
0304,100104,1,,106,
0304,120101,14,8.769,0,0.0
0304,120102,17,7.125,0,0.0
0304,120103,1,,108,
0304,120104,13,8.917,7,0.785
0304,120105,7,17.5,3,0.171
0304,120201,1,,108,
0304,120301,5,10.0,74,7.4
0304,120303,3,10.5,89,8.476
0304,120305,5,1.5,0,0.0
0304,120306,1,,13,
0304,120307,1,,89,
0304,120309,14,8.769,0,0.0
0304,120313,7,7.167,5,0.698
0304,120501,1,,92,
0304,130101,4,7.333,92,12.545
0304,151003,1,,92,
0304,151206,1,,4,
0304,151299,1,,92,
0304,152101,1,,114,
0304,200603,1,,74,
0304,200604,1,,108,
0304,200605,1,,108,
0304,200803,1,,9,
0304,200806,1,,9,
0304,200902,1,,9,
0304,201301,1,,13,
0304,220102,1,,89,
0304,220205,1,,89,
0304,220206,2,2.0,18,9.0
0304,220513,2,9.0,97,10.778
0304,230901,1,,4,
0304,300203,1,,40,
0304,300801,1,,20,
0304,301602,1,,20,
0304,301606,2,107.0,0,0.0
0304,301801,4,13.0,0,0.0
0304,301802,3,15.0,9,0.6
0304,340201,1,,18,
0304,340701,3,15.0,18,1.2
0304,340703,1,,48,
0304,342701,1,,99,
0305,100504,2,16.0,98,6.125
0305,200201,1,,114,
0305,200501,1,,114,
0305,230305,1,,114,
0305,230901,1,,114,
0306,100101,1,,79,
0306,120102,1,,112,
0306,120103,1,,97,
0306,120204,1,,97,
0306,120205,1,,79,
0306,120301,1,,97,
0306,120303,1,,97,
0306,120313,3,28.0,4,0.143
0306,120501,2,33.0,79,2.394
0306,150101,1,,4,
0306,150502,1,,31,
0306,150504,1,,60,
0306,151099,1,,79,
0306,151805,1,,31,
0306,152101,1,,79,
0306,200105,1,,31,
0306,200201,1,,31,
0306,200202,1,,4,
0306,200203,1,,114,
0306,200501,1,,114,
0306,200599,1,,31,
0306,200803,1,,112,
0306,200805,1,,112,
0306,220104,1,,60,
0306,220513,1,,114,
0306,220710,2,109.0,4,0.037
0306,230101,1,,4,
0306,230103,1,,60,
0306,230304,1,,4,
0306,230399,2,93.0,4,0.043
0306,230499,1,,60,
0306,230703,1,,60,
0306,230705,3,46.5,4,0.086
0306,300206,1,,114,
0306,312502,1,,113,
0307,120101,2,104.0,10,0.096
0307,150802,1,,114,
0307,151701,1,,10,
0307,200709,1,,114,
0307,200806,1,,114,
0307,220302,1,,114,
0307,220403,1,,114,
0307,220513,1,,114,
0307,220699,1,,114,
0308,100404,1,,114,
0308,120101,1,,91,
0308,120102,2,1.0,113,113.0
0308,120103,2,49.0,42,0.857
0308,120104,1,,114,
0308,120106,1,,108,
0308,130201,1,,114,
0308,151801,1,,114,
0308,200902,1,,42,
0308,201404,2,66.0,42,0.636
0308,220199,1,,113,
0308,220302,1,,42,
0308,220304,1,,42,
0308,220607,1,,91,
0308,220699,1,,42,
0308,220710,1,,113,
0308,220905,2,2.0,91,45.5
0308,221006,1,,42,
0308,230501,1,,61,
0308,230502,1,,61,
0308,230705,1,,113,
0308,301006,1,,42,
0308,301701,2,41.0,1,0.024
0308,301702,1,,113,
0308,340701,1,,108,
0308,340802,1,,108,
0308,340803,1,,108,
0309,100101,1,,42,
0309,100402,2,94.0,9,0.096
0309,110201,1,,42,
0309,120101,2,59.0,55,0.932
0309,120102,8,10.286,42,4.083
0309,120103,1,,114,
0309,120104,9,11.75,9,0.766
0309,120105,2,24.0,55,2.292
0309,120106,3,29.5,55,1.864
0309,120204,1,,114,
0309,120205,1,,114,
0309,120309,1,,100,
0309,120313,3,43.0,1,0.023
0309,120501,1,,114,
0309,150101,1,,79,
0309,150504,2,60.0,33,0.55
0309,151299,1,,89,
0309,151503,1,,114,
0309,151701,1,,82,
0309,151810,1,,65,
0309,151899,4,29.333,1,0.034
0309,152101,4,30.333,9,0.297
0309,201004,2,59.0,20,0.339
0309,201302,1,,114,
0309,201499,1,,79,
0309,220102,1,,79,
0309,220106,1,,79,
0309,220199,2,49.0,65,1.327
0309,220299,1,,87,
0309,220399,1,,79,
0309,220401,1,,82,
0309,220604,1,,79,
0309,220801,1,,93,
0309,221004,1,,1,
0309,221005,1,,1,
0309,221099,1,,93,
0309,230703,1,,58,
0309,231001,1,,33,
0309,231404,2,25.0,33,1.32
0309,300602,1,,79,
0309,300606,1,,79,
0309,331504,1,,33,
0310,120101,1,,114,
0310,120102,1,,114,
0310,120104,1,,16,
0310,152101,1,,16,
0310,200607,1,,37,
0310,200706,1,,9,
0310,200803,1,,37,
0310,200809,1,,9,
0310,201002,1,,114,
0310,201101,1,,9,
0310,201404,1,,37,
0310,220701,1,,16,
0310,220799,1,,114,
0311,100101,4,34.333,11,0.32
0311,120101,1,,11,
0311,120102,2,82.0,11,0.134
0311,120104,4,34.333,11,0.32
0311,120106,1,,114,
0311,120201,1,,114,
0311,120204,1,,114,
0311,120301,1,,93,
0311,120309,1,,93,
0311,150199,1,,11,
0311,150501,1,,36,
0311,150502,1,,36,
0311,200601,2,62.0,31,0.5
0311,200807,1,,114,
0311,200902,1,,114,
0311,201303,1,,114,
0311,210303,1,,11,
0311,220205,1,,11,
0311,220302,2,20.0,11,0.55
0311,231404,1,,36,
0311,301101,1,,11,
0311,301301,1,,93,
0311,301801,1,,93,
0311,301802,1,,93,
0311,343201,1,,93,
0312,201003,1,,114,
0312,301603,1,,114,
0312,341206,1,,114,
0313,120101,1,,80,
0313,120313,1,,37,
0313,130801,1,,44,
0313,150501,1,,79,
0313,151299,1,,114,
0313,151803,1,,60,
0313,151806,1,,44,
0313,152101,2,7.0,72,10.286
0313,200101,1,,114,
0313,200102,1,,114,
0313,200103,1,,114,
0313,200104,1,,114,
0313,201111,1,,114,
0313,220111,1,,114,
0313,220113,1,,80,
0313,220203,1,,80,
0313,220302,1,,80,
0313,220401,1,,80,
0313,220499,1,,114,
0313,220706,1,,80,
0313,220709,1,,114,
0313,220904,1,,80,
0313,221003,1,,80,
0313,301603,1,,80,
0314,109903,1,,99,
0314,120101,1,,112,
0314,120102,3,7.5,99,13.2
0314,120105,1,,114,
0314,120106,2,2.0,112,56.0
0314,120107,1,,99,
0314,120302,1,,112,
0314,120303,1,,112,
0314,120307,1,,112,
0314,120501,2,15.0,99,6.6
0314,150504,1,,99,
0314,152101,1,,112,
0315,151809,2,1.0,113,113.0
0315,200608,1,,114,
0315,201103,1,,114,
0315,220106,1,,112,
0315,301602,1,,114,
0316,100101,1,,108,
0316,100104,1,,108,
0316,120102,1,,108,
0316,120104,1,,108,
0316,120105,1,,108,
0316,120106,1,,108,
0316,120109,2,27.0,81,3.0
0316,120201,1,,108,
0316,120309,1,,38,
0316,120313,2,48.0,35,0.729
0316,130101,1,,81,
0316,130803,1,,83,
0316,150102,2,2.0,81,40.5
0316,150199,1,,34,
0316,150503,1,,83,
0316,150506,1,,108,
0316,151099,1,,108,
0316,151801,1,,108,
0316,151802,1,,29,
0316,151901,1,,34,
0316,152101,1,,108,
0316,200105,1,,31,
0316,220513,1,,35,
0316,220603,1,,31,
0316,300206,1,,114,
0316,300701,1,,114,
0316,300801,1,,114,
0316,301301,1,,84,
0316,301603,1,,74,
0316,301608,1,,114,
0317,100101,4,27.0,33,1.222
0317,100402,1,,77,
0317,100503,1,,109,
0317,110301,2,28.0,86,3.071
0317,120101,5,20.25,33,1.63
0317,120102,3,38.0,33,0.868
0317,120104,3,26.5,33,1.245
0317,120105,2,76.0,33,0.434
0317,120106,2,34.0,80,2.353
0317,120107,1,,80,
0317,120109,1,,86,
0317,120201,2,34.0,80,2.353
0317,120307,1,,114,
0317,120501,1,,114,
0317,130101,1,,77,
0317,130102,1,,77,
0317,150802,1,,109,
0317,152101,1,,86,
0317,200501,2,28.0,86,3.071
0317,200505,1,,33,
0317,200601,3,26.5,33,1.245
0317,200803,2,47.0,33,0.702
0317,220208,1,,114,
0317,220403,1,,80,
0317,220501,1,,80,
0317,220502,1,,109,
0317,220605,1,,80,
0317,220905,1,,80,
0317,231601,1,,80,
0317,301301,1,,86,
0318,120104,1,,36,
0318,120105,2,49.0,59,1.204
0318,120313,1,,36,
0318,151003,1,,54,
0318,151701,1,,106,
0318,151801,3,17.5,71,4.057
0318,152101,2,14.0,58,4.143
0318,200201,1,,13,
0318,200203,1,,44,
0318,200501,1,,88,
0318,200605,1,,55,
0318,200803,2,18.0,70,3.889
0318,200902,2,44.0,44,1.0
0318,201101,1,,69,
0318,201103,1,,58,
0318,201302,1,,71,
0318,201401,3,21.0,72,3.429
0318,220102,1,,32,
0318,220108,1,,72,
0318,220201,2,40.0,32,0.8
0318,220202,2,12.0,59,4.917
0318,220205,1,,71,
0318,220302,1,,96,
0318,220303,1,,32,
0318,220306,1,,72,
0318,220399,1,,32,
0318,220513,2,12.0,59,4.917
0318,220601,1,,32,
0318,220605,1,,32,
0318,220606,1,,32,
0318,220607,1,,32,
0318,220904,1,,88,
0318,220906,1,,88,
0318,230101,3,23.5,41,1.745
0318,230604,1,,32,
0318,231301,1,,109,
0318,301601,2,43.0,28,0.651
0318,301603,6,20.2,13,0.644
0319,120104,1,,114,
0319,151809,1,,114,
0320,120302,1,,88,
0320,120307,1,,88,
0320,120313,1,,88,
0320,210402,1,,88,
0320,301801,1,,114,
0320,301802,1,,114,
0321,120101,2,13.0,101,7.769
0321,120103,1,,59,
0321,120104,2,55.0,59,1.073
0321,120109,1,,57,
0321,120201,1,,59,
0321,120204,1,,114,
0321,130801,1,,59,
0321,151701,1,,59,
0321,151805,2,44.0,57,1.295
0321,200806,1,,114,
0321,200807,1,,114,
0321,201301,1,,114,
0321,220208,1,,59,
0321,220799,1,,59,
0321,220801,1,,59,
0322,120103,1,,114,
0322,120106,1,,114,
0322,200607,1,,114,
0323,301301,1,,114,
0323,301607,1,,114,
0323,301608,1,,114,
0323,301802,1,,114,
0323,311401,1,,114,
0324,201111,1,,114,
0324,220707,1,,114,
0325,120104,1,,8,
0325,120302,2,2.0,112,56.0
0325,120307,1,,112,
0325,120309,1,,8,
0325,151813,1,,8,
0325,200806,1,,8,
0325,220107,1,,8,
0325,220298,1,,112,
0325,220301,1,,112,
0326,120204,1,,58,
0326,150103,2,21.0,1,0.048
0326,151809,2,34.0,80,2.353
0326,200204,1,,94,
0326,200399,1,,72,
0326,200607,1,,58,
0326,200905,1,,58,
0326,200906,1,,58,
0326,200907,1,,22,
0326,201299,1,,58,
0326,201304,1,,22,
0326,210301,1,,58,
0326,210302,2,21.0,1,0.048
0326,210501,1,,3,
0326,220101,1,,100,
0326,220102,2,99.0,15,0.152
0326,220104,1,,72,
0326,220199,1,,15,
0326,220202,4,33.0,15,0.455
0326,220514,1,,72,
0326,220802,1,,72,
0326,220906,1,,100,
0326,231601,1,,58,
0326,300206,1,,80,
0326,300301,1,,3,
0326,300305,1,,3,
0326,300602,1,,23,
0326,300606,1,,107,
0326,300704,1,,112,
0326,300801,1,,80,
0326,300804,1,,91,
0326,301101,2,21.0,91,4.333
0326,301102,1,,86,
0326,301602,1,,86,
0326,301609,1,,107,
0326,301801,3,42.5,22,0.518
0326,301805,3,42.5,22,0.518
0326,311108,1,,72,
0326,312502,1,,103,
0326,321702,1,,72,
0326,321803,1,,103,
0326,332103,1,,72,
0326,332202,1,,72,
0326,332205,1,,72,
0326,332803,1,,80,
0327,100101,3,23.5,52,2.213
0327,120101,2,65.0,34,0.523
0327,120102,4,28.0,15,0.536
0327,120104,2,59.0,34,0.576
0327,120105,1,,15,
0327,120201,2,6.0,93,15.5
0327,120204,1,,50,
0327,120303,2,35.0,15,0.429
0327,120307,1,,50,
0327,120309,1,,114,
0327,120313,2,47.0,52,1.106
0327,120501,1,,99,
0327,130201,1,,34,
0327,130801,1,,52,
0327,151902,1,,15,
0327,152101,1,,52,
0327,200607,1,,99,
0327,200709,1,,99,
0327,200807,1,,114,
0327,201109,1,,99,
0327,201111,1,,99,
0327,201306,1,,99,
0327,220107,1,,15,
0328,120104,2,39.0,73,1.872
0328,201001,1,,114,
0328,201104,1,,73,
0328,201109,1,,112,
0328,220101,1,,73,
0328,220102,1,,73,
0328,220302,1,,73,
0328,220709,1,,112,
0328,220904,1,,114,
0329,120101,1,,20,
0329,120106,1,,38,
0329,120201,1,,38,
0329,130801,1,,20,
0329,152101,1,,4,
0329,230304,1,,38,
0329,231601,2,55.0,38,0.691
0329,231602,1,,114,
0330,100101,1,,25,
0330,120102,2,72.0,42,0.583
0330,120104,2,17.0,25,1.471
0330,120201,1,,25,
0330,151805,1,,114,
0330,200603,1,,114,
0330,201107,1,,42,
0330,220106,1,,25,
0330,231102,2,12.0,25,2.083
0330,301608,1,,42,
0331,100101,1,,99,
0331,120101,1,,58,
0331,120102,2,43.0,15,0.349
0331,120104,1,,58,
0331,120106,1,,99,
0331,120309,1,,15,
0331,120501,1,,96,
0331,150501,1,,20,
0331,151701,1,,96,
0331,200199,1,,114,
0331,200501,1,,96,
0331,200599,1,,106,
0331,201103,1,,15,
0331,201107,1,,15,
0331,201111,1,,15,
0331,220101,2,1.0,15,15.0
0331,220106,2,99.0,15,0.152
0331,220111,1,,2,
0331,220208,1,,2,
0331,220502,1,,114,
0331,221202,1,,114,
0331,301603,1,,20,
0331,301801,1,,15,
0331,301804,1,,15,
0332,200501,1,,114,
0332,200505,1,,114,
0332,200607,1,,114,
0332,201104,1,,114,
0332,201402,1,,114,
0332,201405,1,,114,
0332,210502,1,,110,
0332,220102,1,,89,
0332,220106,1,,110,
0332,220202,1,,89,
0332,220205,1,,89,
0332,220301,1,,89,
0332,220302,1,,89,
0332,220399,1,,89,
0332,220904,1,,110,
0332,221101,1,,89,
0332,230705,1,,89,
0333,120102,1,,98,
0333,120103,1,,114,
0333,120104,1,,98,
0333,120201,1,,114,
0333,120301,1,,96,
0333,120302,1,,96,
0333,120307,1,,96,
0333,150505,1,,92,
0333,151804,1,,96,
0333,200203,1,,92,
0333,220201,1,,96,
0334,200101,1,,102,
0334,200102,1,,102,
0334,200501,2,10.0,92,9.2
0334,200804,1,,92,
0334,201102,1,,102,
0334,201107,1,,102,
0334,201405,1,,102,
0334,220106,1,,92,
0334,301603,1,,114,
0334,301608,1,,92,
0335,130101,1,,114,
0335,202504,1,,114,
0335,231099,1,,114,
0336,100101,2,55.0,23,0.418
0336,120101,2,5.0,73,14.6
0336,120104,1,,73,
0336,130101,1,,86,
0336,130201,1,,86,
0336,130801,2,55.0,23,0.418
0336,150101,1,,73,
0336,150504,3,20.5,73,3.561
0336,152101,2,55.0,23,0.418
0336,201306,1,,23,
0336,220205,1,,86,
0336,220499,1,,23,
0336,220801,1,,23,
0336,301601,1,,114,
0337,100404,2,48.0,29,0.604
0337,120101,3,23.5,67,2.851
0337,120102,5,15.25,53,3.475
0337,120104,6,16.6,31,1.867
0337,120105,1,,65,
0337,120201,2,51.0,29,0.569
0337,120301,1,,80,
0337,120307,5,22.75,16,0.703
0337,130101,1,,64,
0337,130102,1,,64,
0337,151701,1,,107,
0337,152101,3,16.5,53,3.212
0337,200501,1,,16,
0337,200502,1,,16,
0337,200503,1,,16,
0337,200506,1,,16,
0337,201101,1,,86,
0337,220301,1,,70,
0337,220306,1,,70,
0337,220405,2,64.0,16,0.25
0337,220799,1,,6,
0337,231102,2,70.0,16,0.229
0337,331907,2,55.0,31,0.564
0337,331908,1,,29,
0338,221202,1,,114,
0338,301301,1,,103,
0339,120101,8,15.143,6,0.396
0339,120102,4,23.667,3,0.127
0339,120103,3,22.5,62,2.756
0339,120104,9,11.375,1,0.088
0339,120105,2,32.0,24,0.75
0339,120106,1,,58,
0339,120109,1,,106,
0339,120201,1,,112,
0339,120205,2,33.0,74,2.242
0339,120302,2,43.0,44,1.023
0339,120303,3,26.5,61,2.302
0339,120306,1,,8,
0339,130101,3,29.0,43,1.483
0339,151199,1,,58,
0339,151901,1,,57,
0339,151902,1,,35,
0339,152103,1,,108,
0339,200501,2,99.0,9,0.091
0339,200903,1,,108,
0339,200906,1,,35,
0339,201110,1,,106,
0339,201401,2,48.0,9,0.187
0339,201403,1,,57,
0339,220102,1,,43,
0339,220204,1,,8,
0339,220205,2,31.0,43,1.387
0339,220299,1,,87,
0339,220502,3,24.0,59,2.458
0339,220507,2,22.0,35,1.591
0339,220599,1,,6,
0339,220605,1,,74,
0339,230402,1,,74,
0339,230501,2,22.0,35,1.591
0339,231201,3,22.5,63,2.8
0339,231404,1,,56,
0340,231602,1,,114,
0341,110107,1,,44,
0341,120104,1,,44,
0341,150501,1,,36,
0341,150506,1,,113,
0341,151801,1,,36,
0341,200599,1,,46,
0341,200608,1,,49,
0341,201401,2,69.0,44,0.638
0342,120101,1,,77,
0342,120104,2,36.0,77,2.139
0342,120106,1,,113,
0342,120201,1,,77,
0342,120204,1,,113,
0342,152101,1,,113,
0342,201111,1,,113,
0342,220205,1,,113,
0343,120102,1,,3,
0343,120104,1,,3,
0343,200501,1,,10,
0343,200709,1,,10,
0343,200805,1,,113,
0343,201106,1,,3,
0344,120101,1,,38,
0344,120102,2,24.0,38,1.583
0344,120103,1,,38,
0344,120104,3,43.5,18,0.414
0344,120105,1,,38,
0344,120106,1,,38,
0344,120204,1,,38,
0344,120205,1,,38,
0344,120301,1,,38,
0344,120302,1,,57,
0344,120303,1,,57,
0344,120313,1,,38,
0344,150504,1,,18,
0344,151701,2,16.0,97,6.062
0344,152101,2,67.0,38,0.567
0344,200201,2,16.0,97,6.062
0344,200501,3,41.0,15,0.366
0344,200604,1,,44,
0344,200903,1,,57,
0344,201002,1,,97,
0344,201301,1,,57,
0344,201401,3,47.5,18,0.379
0344,220101,1,,15,
0344,220102,1,,15,
0344,220104,1,,105,
0344,220109,1,,57,
0344,220110,1,,97,
0344,220111,1,,97,
0344,220201,2,87.0,18,0.207
0344,220202,2,43.0,62,1.442
0344,220205,3,21.0,15,0.714
0344,220301,2,59.0,38,0.644
0344,220302,4,27.333,15,0.549
0344,220399,2,20.0,18,0.9
0344,220499,1,,15,
0344,220503,1,,15,
0344,220512,3,33.5,38,1.134
0344,220513,4,8.0,38,4.75
0344,221006,1,,97,
0344,230304,1,,105,
0344,230901,1,,18,
0344,301106,1,,62,
0344,301301,1,,18,
0344,301303,1,,18,
0344,301608,2,47.0,15,0.319
0345,120104,1,,89,
0345,120106,1,,89,
0345,130801,1,,89,
0345,151813,1,,113,
0345,152101,1,,89,
0345,200201,1,,113,
0345,200706,1,,89,
0345,220502,1,,89,
0346,100101,1,,92,
0346,100102,1,,106,
0346,100104,1,,92,
0346,120104,3,10.5,92,8.762
0346,120201,1,,33,
0346,120204,1,,106,
0346,120307,1,,106,
0346,150105,1,,106,
0346,150506,1,,113,
0346,151810,1,,113,
0346,151899,1,,33,
0346,152101,1,,113,
0346,200803,1,,92,
0346,201002,1,,113,
0346,210501,1,,106,
0346,220305,1,,33,
0346,220502,1,,113,
0346,220701,1,,33,
0346,220710,1,,33,
0346,221003,1,,92,
0346,230101,1,,92,
0346,231404,1,,92,
0346,300601,1,,113,
0346,300701,1,,106,
0346,300801,1,,106,
0346,301405,1,,106,
0346,301603,1,,106,
0346,301608,1,,92,
0346,301804,1,,33,
0347,100404,1,,92,
0347,100504,1,,92,
0347,120104,1,,12,
0347,120106,1,,92,
0347,120205,1,,92,
0347,120307,1,,113,
0347,150502,1,,73,
0347,150503,1,,12,
0347,151802,1,,12,
0347,200599,1,,73,
0347,200601,1,,73,
0347,200709,1,,73,
0347,201499,1,,57,
0347,220102,1,,12,
0347,220104,1,,12,
0347,220107,2,61.0,12,0.197
0347,220111,3,50.5,12,0.238
0347,220201,1,,12,
0347,220202,2,61.0,12,0.197
0347,220204,1,,73,
0347,220206,1,,113,
0347,220208,1,,12,
0347,220298,2,61.0,12,0.197
0347,220301,2,61.0,12,0.197
0347,220506,1,,113,
0347,220513,1,,12,
0347,220599,2,45.0,12,0.267
0347,220607,1,,12,
0347,220705,1,,57,
0347,220901,1,,73,
0347,301106,1,,57,
0347,301301,1,,57,
0348,100101,1,,100,
0348,120101,4,26.667,11,0.412
0348,120102,2,57.0,34,0.596
0348,120104,5,8.25,3,0.364
0348,120105,2,69.0,22,0.319
0348,120107,2,23.0,11,0.478
0348,120204,1,,34,
0348,120205,1,,29,
0348,120301,1,,16,
0348,120302,4,8.667,7,0.808
0348,120303,5,18.0,16,0.889
0348,120307,4,14.0,15,1.071
0348,120309,1,,33,
0348,120313,2,33.0,3,0.091
0348,130801,4,26.333,34,1.291
0348,150103,1,,82,
0348,150104,3,1.0,9,9.0
0348,151499,1,,34,
0348,151701,1,,57,
0348,151799,1,,11,
0348,152101,3,49.0,15,0.306
0348,200302,2,46.0,11,0.239
0348,200601,1,,29,
0348,200699,1,,74,
0348,200709,1,,88,
0348,200803,2,8.0,3,0.375
0348,200902,1,,100,
0348,201102,1,,15,
0348,201105,1,,84,
0348,201107,2,69.0,15,0.217
0348,201111,2,48.0,36,0.75
0348,201401,2,81.0,3,0.037
0348,220111,1,,26,
0348,220201,1,,26,
0348,220205,2,36.0,22,0.611
0348,220513,2,2.0,34,17.0
0348,220904,1,,35,
0348,221101,1,,26,
0348,300602,1,,57,
0348,301606,1,,113,
0348,311604,1,,34,
0349,100101,1,,113,
0349,100401,1,,106,
0349,120101,1,,94,
0349,120104,1,,94,
0349,120106,1,,113,
0349,120301,1,,106,
0349,152101,2,19.0,94,4.947
0349,220502,1,,106,
0350,120104,1,,45,
0350,200811,1,,45,
0350,201401,1,,113,
0350,220203,1,,113,
0350,220399,1,,113,
0350,220699,1,,45,
0350,220710,1,,113,
0350,220799,2,104.0,9,0.087
0350,220902,1,,113,
0350,221004,1,,9,
0350,230302,1,,45,
0350,230701,3,19.5,6,0.308
0350,230703,1,,9,
0350,332102,1,,113,
0351,151813,1,,97,
0351,200599,1,,113,
0351,200801,1,,113,
0351,201101,1,,113,
0351,201105,1,,113,
0351,201302,1,,113,
0351,230604,1,,97,
0351,231103,1,,97,
0351,231201,1,,97,
0351,300602,1,,113,
0352,100101,1,,113,
0352,100402,1,,1,
0352,100502,1,,113,
0352,110203,1,,1,
0352,120102,2,34.0,59,1.735
0352,120103,1,,93,
0352,120104,2,16.0,93,5.812
0352,120106,1,,19,
0352,120201,2,6.0,100,16.667
0352,120303,1,,100,
0352,150505,1,,1,
0352,151701,1,,106,
0352,152101,3,25.0,59,2.36
0352,200201,1,,106,
0352,200502,1,,93,
0352,200601,2,87.0,19,0.218
0352,200603,1,,100,
0352,200709,1,,93,
0352,200805,1,,100,
0352,200903,1,,94,
0352,200906,1,,23,
0352,201102,1,,113,
0352,201104,1,,1,
0352,201106,1,,94,
0352,201299,1,,23,
0352,201306,1,,94,
0352,210199,1,,72,
0352,220102,1,,5,
0352,220103,1,,109,
0352,220107,1,,109,
0352,220111,1,,5,
0352,220208,1,,23,
0352,220302,5,25.25,5,0.198
0352,220304,1,,65,
0352,220399,1,,5,
0352,220401,1,,100,
0352,220403,1,,5,
0352,220512,1,,29,
0352,220601,1,,5,
0352,220702,1,,5,
0352,220711,1,,29,
0352,220801,1,,5,
0352,221003,1,,5,
0352,221202,2,6.0,23,3.833
0352,230705,1,,29,
0352,231201,1,,100,
0352,301601,1,,106,
0352,301602,1,,106,
0352,301603,2,10.0,19,1.9
0352,301801,1,,65,
0352,301802,2,28.0,65,2.321
0352,311602,1,,113,
0353,120101,1,,57,
0353,120102,1,,59,
0353,120104,1,,57,
0353,130101,2,8.0,72,9.0
0353,130102,1,,80,
0353,150302,1,,11,
0353,151501,1,,59,
0353,151801,1,,73,
0353,200199,1,,95,
0353,200602,1,,108,
0353,200704,1,,87,
0353,200806,1,,87,
0353,201401,3,41.0,31,0.756
0353,201404,1,,31,
0353,202504,1,,72,
0353,210402,2,26.0,82,3.154
0353,220110,2,82.0,31,0.378
0353,220512,1,,17,
0353,220513,3,28.0,57,2.036
0353,220599,1,,108,
0353,230901,6,15.6,17,1.09
0353,231104,1,,113,
0353,300306,1,,96,
0353,300699,1,,96,
0354,100104,1,,22,
0354,100402,2,56.0,57,1.018
0354,120101,1,,22,
0354,120102,2,19.0,57,3.0
0354,120104,3,39.0,22,0.564
0354,120105,2,37.0,76,2.054
0354,120301,2,24.0,76,3.167
0354,120313,1,,57,
0354,150103,1,,9,
0354,151701,1,,113,
0354,151801,1,,113,
0354,152104,1,,112,
0354,200803,2,36.0,76,2.111
0354,200901,1,,112,
0354,200902,2,36.0,76,2.111
0354,201002,1,,9,
0354,201102,1,,76,
0354,220302,1,,76,
0354,300204,1,,100,
0354,300601,1,,100,
0354,300605,2,91.0,22,0.242
0354,300802,1,,113,
0354,301106,1,,113,
0354,301608,1,,57,
0354,311106,1,,100,
0354,311402,1,,76,
0354,311499,1,,76,
0354,311822,1,,76,
0355,100101,1,,80,
0355,100104,1,,86,
0355,120101,3,7.5,80,10.667
0355,120102,3,7.5,80,10.667
0355,120104,3,7.5,80,10.667
0355,120105,1,,95,
0355,120106,1,,95,
0355,120107,1,,110,
0355,120205,1,,86,
0355,120301,2,24.0,86,3.583
0355,120309,1,,86,
0355,120313,1,,80,
0355,150801,1,,80,
0355,150802,1,,86,
0355,151503,1,,95,
0355,151904,1,,80,
0355,152101,2,15.0,95,6.333
0355,200301,1,,110,
0355,200501,2,15.0,80,5.333
0355,200607,1,,110,
0355,201301,1,,80,
0355,201302,1,,80,
0355,201401,1,,113,
0355,210503,2,30.0,80,2.667
0355,220106,1,,95,
0355,220202,1,,110,
0355,220302,1,,80,
0355,220502,1,,113,
0355,220999,1,,110,
0355,301101,1,,113,
0355,301603,1,,113,
0356,120102,1,,113,
0356,152101,1,,113,
0356,200603,1,,113,
0356,220205,1,,113,
0356,220299,1,,113,
0357,100101,1,,113,
0357,110107,1,,113,
0357,120102,3,36.5,40,1.096
0357,120104,1,,109,
0357,120109,1,,113,
0357,120201,1,,109,
0357,130201,2,4.0,109,27.25
0357,201299,1,,40,
0357,300301,1,,40,
0357,300402,1,,40,
0357,300403,1,,40,
0357,300499,1,,40,
0358,152101,1,,113,
0358,220104,1,,113,
0358,220199,1,,113,
0358,220208,1,,113,
0358,220799,1,,113,
0359,130102,1,,113,
0359,201111,1,,113,
0359,201404,1,,113,
0360,120101,1,,113,
0360,120102,1,,113,
0360,120103,1,,113,
0360,120205,1,,113,
0360,151503,1,,113,
0361,300204,2,27.0,86,3.185
0361,300206,2,27.0,86,3.185
0361,300604,1,,113,
0361,301607,1,,113,
0361,301608,1,,86,
0361,311801,2,27.0,86,3.185
0361,341502,1,,113,
0362,130101,1,,113,
0362,150101,1,,113,
0362,150103,1,,113,
0362,151701,1,,113,
0362,151813,1,,113,
0362,200201,1,,113,
0362,220102,1,,113,
0362,220201,1,,113,
0362,220302,1,,113,
0362,221202,1,,113,
0362,231104,1,,113,
0363,220513,1,,113,
0363,311406,1,,113,
0363,311801,1,,113,
0363,341502,1,,113,
0364,120301,1,,113,
0364,220513,1,,113,
0365,120102,1,,97,
0365,120301,2,38.0,59,1.553
0365,120302,4,16.0,59,3.687
0365,120303,2,17.0,59,3.471
0365,120313,3,24.0,59,2.458
0365,120501,1,,97,
0365,150502,1,,24,
0365,150505,1,,113,
0365,151803,1,,24,
0365,152101,2,16.0,97,6.062
0365,200502,1,,24,
