user_id,P_促销敏感型,P_流失预警型,P_高价值稳定型,P_促销敏感型2,P_高价值稳定型2,P_生鲜高频型,P_类目集中型,硬标签,语义群体
0308,0.0266,0.0003,0.9731,0.0,0.0,0.0,0.0,2,高价值稳定型
0309,1e-04,0.0,0.9596,1e-04,0.0402,0.0,0.0,2,高价值稳定型
0310,0.8616,0.1329,0.0052,0.0003,0.0,0.0,0.0,0,促销敏感型
0311,0.0027,0.0037,0.54,0.0051,0.4221,1e-04,0.0263,2,高价值稳定型
0312,0.0044,0.9939,0.0,0.0017,0.0,0.0,0.0,1,流失预警型
0313,0.043,0.0191,0.3948,0.0097,0.5282,0.0,0.0052,4,高价值稳定型2
0314,0.0083,0.0444,0.9465,0.0007,0.0,0.0,1e-04,2,高价值稳定型
0315,0.0002,0.2971,0.7027,0.0,0.0,0.0,0.0,2,高价值稳定型
0316,0.0614,0.0045,0.9338,1e-04,0.0002,0.0,0.0,2,高价值稳定型
0317,0.0139,0.0029,0.9358,0.0013,0.0451,0.0,0.0009,2,高价值稳定型
0318,0.0004,0.0,0.961,0.0002,0.0385,0.0,0.0,2,高价值稳定型
0319,0.0005,0.0002,0.0,0.9994,0.0,0.0,0.0,3,促销敏感型2
0320,0.0063,0.0096,0.0,0.0992,0.003,0.8816,0.0003,5,生鲜高频型
0321,0.0174,0.0108,0.1203,0.0162,0.8354,0.0,0.0,4,高价值稳定型2
0322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0323,0.2021,0.0102,0.0,0.7704,0.0173,0.0,0.0,3,促销敏感型2
0324,0.3589,0.641,0.0,1e-04,0.0,0.0,0.0,1,流失预警型
0325,0.0771,0.1928,0.7262,0.0029,0.0004,0.0,0.0005,2,高价值稳定型
0326,0.0002,0.0,0.9488,1e-04,0.0508,0.0,1e-04,2,高价值稳定型
0327,0.0103,0.0005,0.9854,0.0006,0.0032,0.0,1e-04,2,高价值稳定型
0328,0.0976,0.9024,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0329,0.0103,0.003,0.002,0.0233,0.9603,0.0,0.001,4,高价值稳定型2
0330,0.0776,0.0551,0.7048,0.017,0.1431,0.0,0.0025,2,高价值稳定型
0331,0.0133,0.0003,0.8492,0.0021,0.1345,0.0,0.0006,2,高价值稳定型
0332,0.1895,0.0078,0.0002,0.1669,0.2427,0.0,0.3928,6,类目集中型
0333,0.0062,0.0032,0.011,0.0236,0.956,1e-04,0.0,4,高价值稳定型2
0334,0.0614,0.9319,0.0067,0.0,0.0,0.0,0.0,1,流失预警型
0335,0.4797,0.3962,0.0,0.1241,0.0,0.0,0.0,0,促销敏感型
0336,0.0064,0.0074,0.1374,0.0068,0.8414,0.0,0.0006,4,高价值稳定型2
0337,1e-04,0.0,0.8315,0.0003,0.1675,0.0,0.0006,2,高价值稳定型
0338,0.0,0.0,0.0,0.005,0.0,0.0,0.995,6,类目集中型
0339,0.0,0.0,0.9699,1e-04,0.03,0.0,0.0,2,高价值稳定型
0340,0.1179,0.0316,0.0,0.85,0.0005,0.0,0.0,3,促销敏感型2
0341,0.6867,0.0057,0.0,0.2129,0.0947,0.0,0.0,0,促销敏感型
0342,0.4485,0.1198,0.0038,0.0373,0.0038,0.3856,0.0012,0,促销敏感型
0343,0.2682,0.7318,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0344,0.0048,0.0,0.994,1e-04,0.0011,0.0,0.0,2,高价值稳定型
0345,0.095,0.0037,0.0,0.5487,0.3527,0.0,0.0,3,促销敏感型2
0346,0.0831,0.0096,0.9069,0.0003,1e-04,0.0,0.0,2,高价值稳定型
0347,1e-04,0.0,0.0414,0.0174,0.6115,0.0,0.3296,4,高价值稳定型2
0348,0.0007,0.0,0.9985,0.0,0.0008,0.0,0.0,2,高价值稳定型
0349,0.0912,0.06,0.7136,0.0212,0.012,0.1019,0.0002,2,高价值稳定型
0350,0.0,0.0,0.0006,0.0076,0.6767,0.0,0.3151,4,高价值稳定型2
0351,0.0965,0.049,0.0002,0.3511,0.5025,0.0007,0.0,4,高价值稳定型2
0352,0.0023,0.0,0.9975,0.0,0.0002,0.0,0.0,2,高价值稳定型
0353,0.0043,0.0002,0.9845,0.0002,0.0108,0.0,0.0,2,高价值稳定型
0354,0.0164,0.0049,0.9067,0.0014,0.0695,0.0,0.001,2,高价值稳定型
0355,0.0672,0.0299,0.9022,0.0004,0.0002,0.0,0.0,2,高价值稳定型
0356,0.0025,0.997,0.0,0.0005,0.0,0.0,0.0,1,流失预警型
0357,0.0186,0.0217,0.9595,0.0002,0.0,0.0,0.0,2,高价值稳定型
0358,0.0045,0.0002,0.0,0.2625,0.0036,0.0,0.7293,6,类目集中型
0359,0.0,0.9998,0.0,0.0002,0.0,0.0,0.0,1,流失预警型
0360,0.0063,0.0008,0.0,0.9357,0.0573,0.0,0.0,3,促销敏感型2
0361,0.1906,0.1663,0.5412,0.0402,0.0617,0.0,0.0,2,高价值稳定型
0362,0.044,0.01,0.0055,0.1484,0.7921,0.0,0.0,4,高价值稳定型2
0363,0.0017,0.0004,0.0,0.9978,1e-04,0.0,0.0,3,促销敏感型2
0364,0.0018,0.001,0.0,0.6988,0.0,0.0201,0.2783,3,促销敏感型2
0365,0.0065,0.0081,0.6234,0.0023,0.3553,0.0,0.0044,2,高价值稳定型
0366,1e-04,0.0,0.0,0.0005,0.0,0.9993,1e-04,5,生鲜高频型
0367,0.0014,0.0022,0.0424,0.0145,0.938,0.0016,0.0,4,高价值稳定型2
0368,0.0004,0.0011,0.2421,0.0024,0.7469,0.0,0.0071,4,高价值稳定型2
0369,0.5948,0.2553,0.073,0.0545,0.0217,0.0,0.0008,0,促销敏感型
0370,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0371,0.0048,0.0002,0.9481,0.0061,0.0395,0.0,0.0013,2,高价值稳定型
0372,0.0,0.0,0.9989,0.0,0.001,0.0,0.0,2,高价值稳定型
0373,0.0008,0.0011,0.1302,0.0041,0.8607,0.0,0.003,4,高价值稳定型2
0374,0.0874,0.1043,0.6395,0.0145,0.1535,0.0,0.0008,2,高价值稳定型
0375,0.0014,0.0071,0.1146,0.0061,0.8704,1e-04,0.0003,4,高价值稳定型2
0376,0.0128,0.0082,0.0,0.1381,0.004,0.6578,0.1789,5,生鲜高频型
0377,0.3459,0.1525,0.5015,0.0002,0.0,0.0,0.0,2,高价值稳定型
0378,0.0028,0.0032,0.0576,0.0089,0.9275,0.0,1e-04,4,高价值稳定型2
0379,0.0859,0.0136,0.0,0.0041,0.0,0.8963,0.0,5,生鲜高频型
0380,0.222,0.0104,0.7655,0.0015,0.0005,0.0,0.0,2,高价值稳定型
0381,0.0026,0.0,0.9944,1e-04,0.0029,0.0,0.0,2,高价值稳定型
0382,0.0065,0.0087,0.1112,0.0082,0.8653,0.0,1e-04,4,高价值稳定型2
0383,0.0015,0.0072,0.3407,0.0019,0.6385,0.0,0.0101,4,高价值稳定型2
0384,0.004,0.0,0.0,0.0046,0.0,0.0,0.9914,6,类目集中型
0385,0.0005,0.0002,0.7103,0.0005,0.2864,0.0,0.0019,2,高价值稳定型
0386,0.2425,0.1281,0.6238,0.0044,0.0009,0.0,0.0003,2,高价值稳定型
0387,0.0105,0.006,0.1031,0.0104,0.8693,0.0,0.0007,4,高价值稳定型2
0388,0.9694,0.0125,0.0173,0.0008,0.0,0.0,0.0,0,促销敏感型
0389,0.0082,0.0018,0.7855,0.0025,0.1983,0.0,0.0037,2,高价值稳定型
0390,0.2088,0.0422,0.0,0.5964,0.1518,0.0009,0.0,3,促销敏感型2
0391,0.0024,0.04,0.0,0.4992,0.0008,0.4576,0.0,3,促销敏感型2
0392,0.0025,0.0023,0.0,0.7999,0.0548,0.0,0.1405,3,促销敏感型2
0393,0.4378,0.0774,0.0,0.358,0.0002,0.1266,0.0,0,促销敏感型
0394,0.0011,0.0003,0.0,0.0581,0.8023,0.0,0.1382,4,高价值稳定型2
0395,0.0004,0.0,0.999,0.0,0.0006,0.0,0.0,2,高价值稳定型
0396,0.0003,1e-04,0.6912,0.0004,0.3074,0.0,0.0006,2,高价值稳定型
0397,0.0522,0.0,0.9477,1e-04,0.0,0.0,0.0,2,高价值稳定型
0398,1e-04,0.0,0.8907,0.0002,0.109,0.0,0.0,2,高价值稳定型
0399,0.005,0.0112,1e-04,0.2004,0.0441,0.7392,0.0,5,生鲜高频型
0400,0.0,0.0,0.9948,0.0,0.0052,0.0,0.0,2,高价值稳定型
0401,0.0353,1e-04,0.0,0.9644,1e-04,0.0,0.0,3,促销敏感型2
0402,0.0003,0.0006,0.2188,0.0023,0.7719,0.0,0.0061,4,高价值稳定型2
0403,0.0368,0.0392,0.5277,0.015,0.3799,0.0,0.0015,2,高价值稳定型
0404,0.0017,0.0002,0.9499,0.0003,0.0478,0.0,1e-04,2,高价值稳定型
0405,0.0002,0.0002,0.6476,0.0004,0.3497,0.0,0.0019,2,高价值稳定型
0406,0.9499,0.0138,0.0,0.0035,0.0,0.0328,0.0,0,促销敏感型
0407,0.9133,0.0343,0.0,0.0523,0.0,0.0,1e-04,0,促销敏感型
0408,0.0013,0.0006,0.7195,0.0011,0.2736,0.0,0.004,2,高价值稳定型
0409,0.0015,0.0006,0.3505,0.004,0.618,0.0,0.0253,4,高价值稳定型2
0410,0.0013,0.0091,0.0,0.0736,0.0,0.916,0.0,5,生鲜高频型
0411,1e-04,0.0,0.755,0.0003,0.2446,0.0,1e-04,2,高价值稳定型
0412,0.0022,0.001,0.7639,0.0009,0.23,0.0,0.002,2,高价值稳定型
0413,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0414,0.0275,0.0037,0.0,0.9688,0.0,0.0,0.0,3,促销敏感型2
0415,0.0055,0.0002,0.9886,1e-04,0.0057,0.0,0.0,2,高价值稳定型
0416,0.0699,0.1021,1e-04,0.5567,0.0,0.2712,0.0,3,促销敏感型2
0417,0.0218,0.0102,0.0008,0.1484,0.8188,0.0,0.0,4,高价值稳定型2
0418,0.0033,0.9967,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0419,0.8725,0.1065,0.0072,0.0126,1e-04,0.0,0.001,0,促销敏感型
0420,0.3078,0.672,0.0,0.0202,0.0,0.0,0.0,1,流失预警型
0421,0.001,0.005,0.3338,0.002,0.6523,0.0,0.0057,4,高价值稳定型2
0422,0.0,0.0,0.0,1e-04,0.0,0.9998,0.0,5,生鲜高频型
0423,0.017,0.0103,0.6262,0.006,0.3362,0.0,0.0044,2,高价值稳定型
0424,0.0142,0.0195,0.9662,0.0002,0.0,0.0,0.0,2,高价值稳定型
0425,0.0031,0.0011,0.0049,0.0142,0.9747,0.0,0.002,4,高价值稳定型2
0426,0.0459,0.2216,0.0,0.0441,0.0,0.6884,0.0,5,生鲜高频型
0427,0.0013,0.0117,0.0,0.1084,0.0,0.8786,0.0,5,生鲜高频型
0428,0.0,0.0,0.0,0.1452,0.0,0.0,0.8548,6,类目集中型
0429,0.347,0.0914,0.1895,0.0557,0.3157,0.0,0.0006,0,促销敏感型
0430,0.0,0.0,0.0,0.0058,0.0,0.0,0.9942,6,类目集中型
0431,0.0025,0.0111,0.2626,0.0036,0.7167,1e-04,0.0034,4,高价值稳定型2
0432,0.5945,0.0079,0.0004,0.3507,0.0466,0.0,0.0,0,促销敏感型
0433,0.0792,0.0032,0.9176,1e-04,0.0,0.0,0.0,2,高价值稳定型
0434,0.0032,0.0046,0.0776,0.0042,0.8993,0.0,0.011,4,高价值稳定型2
0435,0.0227,0.0113,0.9582,0.0014,0.0058,0.0,0.0005,2,高价值稳定型
0436,0.0416,0.0185,0.7636,0.0248,0.079,0.0724,0.0,2,高价值稳定型
0437,0.0078,0.0008,0.9833,0.0003,0.0078,0.0,0.0,2,高价值稳定型
0438,0.1602,0.0769,0.7628,0.0,0.0,0.0,0.0,2,高价值稳定型
0439,0.0007,0.0,0.9409,0.0004,0.0578,0.0,1e-04,2,高价值稳定型
0440,0.0057,0.0,0.9184,0.0015,0.0742,0.0,0.0002,2,高价值稳定型
0441,0.0644,0.0,0.9355,0.0,0.0,0.0,0.0,2,高价值稳定型
0442,0.0022,0.004,0.0853,0.0071,0.9013,0.0,0.0,4,高价值稳定型2
0443,0.0006,0.0038,0.3305,0.0025,0.6566,0.0,0.0059,4,高价值稳定型2
0444,0.007,1e-04,0.9916,1e-04,0.0011,0.0,0.0,2,高价值稳定型
0445,0.5106,0.002,0.0034,0.2399,0.1029,0.0,0.1412,0,促销敏感型
0446,0.0008,0.0026,0.0,0.9472,0.0495,0.0,0.0,3,促销敏感型2
0447,0.0134,0.0228,0.0826,0.0105,0.8703,0.0,0.0003,4,高价值稳定型2
0448,0.0,0.0,0.0,0.0003,0.0,0.0,0.9997,6,类目集中型
0449,0.933,0.0659,0.0,0.0004,0.0,0.0,0.0008,0,促销敏感型
0450,0.0785,1e-04,0.9212,1e-04,0.0,0.0,0.0,2,高价值稳定型
0451,0.0022,0.0021,0.0,0.4405,0.0002,0.0,0.555,6,类目集中型
0452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0453,0.0175,0.0,0.9823,1e-04,1e-04,0.0,0.0,2,高价值稳定型
0454,0.0,0.0,0.9788,0.0,0.0212,0.0,0.0,2,高价值稳定型
0455,0.0074,0.0,0.0,0.9926,0.0,0.0,0.0,3,促销敏感型2
0456,0.1083,0.0,0.0,0.8835,0.0083,0.0,0.0,3,促销敏感型2
0457,0.0345,0.051,0.9084,0.0024,0.0014,0.0,0.0023,2,高价值稳定型
0458,0.0492,0.0238,0.7859,0.0075,0.1318,0.0,0.0018,2,高价值稳定型
0459,0.0498,0.0005,0.9495,1e-04,0.0,0.0,0.0,2,高价值稳定型
0460,0.7291,0.0004,0.0,0.2705,0.0,0.0,0.0,0,促销敏感型
0461,1e-04,0.0,0.9963,0.0,0.0036,0.0,0.0,2,高价值稳定型
0462,0.0004,0.0007,0.0,0.9971,0.0018,0.0,1e-04,3,促销敏感型2
0463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0464,0.0383,0.0005,0.9605,0.0002,0.0006,0.0,0.0,2,高价值稳定型
0465,0.0069,0.013,0.4437,0.0188,0.4251,0.0123,0.0801,2,高价值稳定型
0466,0.0018,0.0013,0.5697,0.0014,0.4224,0.0,0.0035,2,高价值稳定型
0467,0.0085,0.9915,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0468,0.0499,0.112,0.8376,0.0006,0.0,0.0,0.0,2,高价值稳定型
0469,0.0022,0.002,0.6733,0.0011,0.3182,0.0,0.0032,2,高价值稳定型
0470,0.1414,0.0777,0.2016,0.0639,0.5138,0.0,0.0016,4,高价值稳定型2
0471,0.0149,0.006,0.0006,0.0521,0.9258,0.0,0.0006,4,高价值稳定型2
0472,0.0988,0.0043,0.0,0.6414,0.2527,0.0,0.0028,3,促销敏感型2
0473,1e-04,0.9999,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0474,0.001,0.002,0.3983,0.0011,0.5924,0.0,0.0052,4,高价值稳定型2
0475,1e-04,0.0,0.0,0.0,0.0,0.0,0.9999,6,类目集中型
0476,0.002,1e-04,0.7764,0.0012,0.2201,0.0,0.0002,2,高价值稳定型
0477,0.001,1e-04,0.0,0.0731,0.2812,0.0,0.6445,6,类目集中型
0478,0.6452,0.2648,0.0,0.0057,0.0,0.0843,0.0,0,促销敏感型
0479,0.0066,0.0124,0.0,0.7425,0.2384,0.0,0.0,3,促销敏感型2
0480,0.0593,0.0079,0.0016,0.0512,0.8449,0.0,0.0351,4,高价值稳定型2
0481,0.0004,0.0003,1e-04,0.0168,0.9821,0.0,0.0003,4,高价值稳定型2
0482,0.0403,0.0011,0.9561,0.0008,0.0017,0.0,0.0,2,高价值稳定型
0483,0.0079,0.0002,0.9909,1e-04,0.0009,0.0,0.0,2,高价值稳定型
0484,0.0005,0.0,0.9967,1e-04,0.0028,0.0,0.0,2,高价值稳定型
0485,0.0888,0.0177,0.6527,0.0488,0.1085,0.0015,0.0819,2,高价值稳定型
0486,0.0097,0.0087,0.0026,0.1557,0.6071,0.2163,0.0,4,高价值稳定型2
0487,0.0003,0.0003,0.5047,0.0008,0.4887,0.0,0.0052,2,高价值稳定型
0488,0.0003,0.0003,0.0004,0.0126,0.9854,0.0,0.0011,4,高价值稳定型2
0489,0.0408,0.0344,0.9186,0.0029,0.0017,1e-04,0.0015,2,高价值稳定型
0490,0.0357,0.0065,0.0004,0.2052,0.7521,0.0,0.0,4,高价值稳定型2
0491,0.0287,0.0113,0.0224,0.0207,0.914,1e-04,0.0028,4,高价值稳定型2
0492,0.0118,0.0273,0.9608,0.0,0.0,0.0,0.0,2,高价值稳定型
0493,0.0005,0.0024,0.0,0.2742,0.0,0.7081,0.0149,5,生鲜高频型
0494,0.0005,0.0005,0.0,0.5453,0.0,0.0006,0.4531,3,促销敏感型2
0495,0.2452,0.1399,1e-04,0.1601,0.0,0.4457,0.0089,5,生鲜高频型
0496,0.0021,0.0009,0.0,0.1833,0.8137,0.0,0.0,4,高价值稳定型2
0497,0.0005,0.0,0.9031,0.0003,0.0961,0.0,0.0,2,高价值稳定型
0498,0.0,0.0,0.0,0.0461,0.0437,0.0,0.9102,6,类目集中型
0499,0.0281,0.0029,0.9215,0.0023,0.0442,0.0,0.001,2,高价值稳定型
0500,0.0,0.0,0.0,0.0273,0.0,0.0,0.9727,6,类目集中型
0501,0.0005,0.0023,0.2542,0.003,0.7358,0.0,0.0043,4,高价值稳定型2
0502,0.3083,0.3981,0.0,0.2936,0.0,0.0,0.0,1,流失预警型
0503,0.1292,0.0693,0.7984,0.0026,0.0,0.0,0.0005,2,高价值稳定型
0504,0.0478,0.0043,0.0,0.0021,0.0,0.9458,0.0,5,生鲜高频型
0505,0.3209,0.001,0.0,0.6638,0.0,0.0,0.0143,3,促销敏感型2
0506,0.001,0.0003,0.0668,0.003,0.9102,0.0,0.0187,4,高价值稳定型2
0507,0.0274,0.0047,0.9508,0.0013,0.0154,0.0,0.0004,2,高价值稳定型
0508,0.1048,0.0175,0.0342,0.105,0.7383,0.0002,0.0,4,高价值稳定型2
0509,0.0002,1e-04,0.8198,0.0003,0.1785,0.0,0.0011,2,高价值稳定型
0510,0.0004,0.0,0.0,0.1139,0.8856,1e-04,0.0,4,高价值稳定型2
0511,0.0022,0.0081,0.0575,0.0355,0.7847,0.0293,0.0827,4,高价值稳定型2
0512,0.0259,0.0008,0.9707,0.0003,0.0024,0.0,0.0,2,高价值稳定型
0513,0.001,0.0005,0.0007,0.0453,0.9525,0.0,0.0,4,高价值稳定型2
0514,0.0049,0.991,0.0,0.0041,0.0,0.0,0.0,1,流失预警型
0515,0.0223,0.0004,0.9773,0.0,0.0,0.0,0.0,2,高价值稳定型
0516,0.0137,0.0029,0.9768,0.0003,0.0062,0.0,1e-04,2,高价值稳定型
0517,0.8742,1e-04,0.0,0.1255,0.0002,0.0,0.0,0,促销敏感型
0518,0.0,0.0,0.0,0.0102,0.0004,0.0,0.9894,6,类目集中型
0519,0.0672,0.0292,0.8087,0.0082,0.0844,0.0,0.0022,2,高价值稳定型
0520,0.0109,0.0236,0.0044,0.088,0.8731,0.0,1e-04,4,高价值稳定型2
0521,0.6015,0.1689,0.0009,0.223,0.0025,0.0032,0.0,0,促销敏感型
0522,0.0008,0.0006,0.0276,0.0113,0.9242,0.0,0.0355,4,高价值稳定型2
0523,0.0002,0.0961,0.9037,0.0,0.0,0.0,0.0,2,高价值稳定型
0524,0.0046,0.0047,0.5725,0.0027,0.411,0.0,0.0045,2,高价值稳定型
0525,0.0,0.0,0.0,0.0262,0.8412,0.0,0.1326,4,高价值稳定型2
0526,0.0052,0.0107,0.0072,0.0353,0.9415,0.0,0.0,4,高价值稳定型2
0527,0.0043,0.0012,0.0866,0.0105,0.8846,0.0,0.0128,4,高价值稳定型2
0528,0.0048,0.9951,0.0,1e-04,0.0,0.0,0.0,1,流失预警型
0529,0.5122,0.3775,0.0084,0.0169,0.0002,0.0822,0.0027,0,促销敏感型
0530,0.0032,0.0,0.0,0.0178,0.0,0.012,0.9669,6,类目集中型
0531,0.0134,0.0068,0.09,0.0263,0.8568,0.0066,0.0,4,高价值稳定型2
0532,0.2272,0.0727,0.6914,0.0051,0.0032,0.0,0.0003,2,高价值稳定型
0533,0.003,0.0,0.9922,1e-04,0.0046,0.0,0.0,2,高价值稳定型
0534,0.723,0.2763,0.0,0.0008,0.0,0.0,0.0,0,促销敏感型
0535,0.9773,0.0004,0.0,0.0222,0.0,0.0,0.0,0,促销敏感型
0536,0.0,0.0005,0.0,0.9995,0.0,0.0,0.0,3,促销敏感型2
0537,0.0008,0.0002,0.0002,0.0383,0.9581,0.0024,0.0,4,高价值稳定型2
0538,0.0864,0.1302,0.2967,0.022,0.4631,0.0,0.0016,4,高价值稳定型2
0539,0.0499,0.035,0.9147,0.0003,1e-04,0.0,0.0,2,高价值稳定型
0540,0.1196,0.0005,0.0,0.8755,1e-04,0.0043,0.0,3,促销敏感型2
0541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0542,0.0002,0.0,0.7558,0.0005,0.2428,0.0,0.0006,2,高价值稳定型
0543,0.442,0.0215,0.0,0.4519,0.033,0.0515,0.0,3,促销敏感型2
0544,0.0,0.0,0.0,1e-04,0.0,0.0,0.9999,6,类目集中型
0545,1e-04,0.0,0.0,0.0969,0.0072,0.0,0.8958,6,类目集中型
0546,0.001,0.0016,0.0108,0.0108,0.9754,0.0004,0.0,4,高价值稳定型2
0547,0.0016,0.0008,0.8166,0.0006,0.1792,0.0,0.0012,2,高价值稳定型
0548,0.0002,0.0003,0.4297,0.0013,0.558,0.0,0.0105,4,高价值稳定型2
0549,0.0096,1e-04,0.0,0.0514,0.2466,0.0,0.6924,6,类目集中型
0550,1e-04,0.003,0.0,0.99,0.0069,0.0,0.0,3,促销敏感型2
0551,0.016,1e-04,0.9839,0.0,0.0,0.0,0.0,2,高价值稳定型
0552,0.1618,0.0458,0.0,0.3617,0.4305,1e-04,1e-04,4,高价值稳定型2
0553,0.0003,0.0,0.9996,0.0,1e-04,0.0,0.0,2,高价值稳定型
0554,0.0009,0.0003,0.8475,0.0005,0.1497,0.0,0.0011,2,高价值稳定型
0555,0.0,0.0,0.0,0.0018,0.0,0.0,0.9982,6,类目集中型
0556,0.0306,0.0043,0.9651,1e-04,0.0,0.0,0.0,2,高价值稳定型
0557,0.0013,0.0004,0.0,0.2258,0.7725,0.0,0.0,4,高价值稳定型2
0558,0.5497,0.128,0.0,0.2495,0.0004,0.0,0.0723,0,促销敏感型
0559,0.0061,0.0031,0.0184,0.0322,0.9227,0.0176,0.0,4,高价值稳定型2
0560,0.0105,0.0185,0.9693,0.0016,1e-04,0.0,0.0,2,高价值稳定型
0561,0.0633,0.0186,0.0,0.0559,1e-04,0.8621,0.0,5,生鲜高频型
0562,0.1462,0.0225,0.7766,0.0058,0.046,0.0,0.0029,2,高价值稳定型
0563,0.0014,0.0,0.9984,0.0,0.0003,0.0,0.0,2,高价值稳定型
0564,0.0005,0.0014,0.0044,0.0121,0.9803,0.0,0.0013,4,高价值稳定型2
0565,0.0,0.0,0.0,0.0033,0.0,0.0,0.9967,6,类目集中型
0566,0.0007,0.0014,0.1661,0.004,0.8246,0.0,0.0031,4,高价值稳定型2
0567,0.0,0.0,0.0,0.0005,0.0,0.0,0.9995,6,类目集中型
0568,0.0817,0.0361,0.5021,0.0303,0.3498,0.0,0.0,2,高价值稳定型
0569,0.2798,0.001,0.7183,0.0008,1e-04,0.0,0.0,2,高价值稳定型
0570,0.0134,0.0028,0.0,0.3443,0.6395,0.0,0.0,4,高价值稳定型2
0571,0.0004,0.0036,0.0,0.977,0.0189,0.0,0.0,3,促销敏感型2
0572,0.0019,1e-04,0.1074,0.0038,0.8683,0.0,0.0185,4,高价值稳定型2
0573,0.0458,0.0459,0.6099,0.0069,0.2894,0.0,0.0022,2,高价值稳定型
0574,0.0456,0.1201,0.8317,0.0025,0.0,0.0002,0.0,2,高价值稳定型
0575,0.0623,0.0313,0.5776,0.0142,0.3137,0.0,0.0008,2,高价值稳定型
0576,0.3031,0.061,0.5766,0.0144,0.0329,0.0,0.0119,2,高价值稳定型
0577,0.0391,0.0,0.0,0.9606,0.0003,0.0,0.0,3,促销敏感型2
0578,0.0543,0.0002,0.9439,0.0006,0.0009,0.0,0.0,2,高价值稳定型
0579,0.0678,0.0447,0.8597,0.0115,0.0163,0.0,0.0,2,高价值稳定型
0580,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0581,0.4059,0.0504,0.0009,0.0855,0.3282,0.0,0.1291,0,促销敏感型
0582,0.0,0.0,0.0,0.0213,0.5717,0.0,0.4071,4,高价值稳定型2
0583,0.0048,0.0004,0.0,0.9949,0.0,0.0,0.0,3,促销敏感型2
0584,0.581,0.0202,0.0,0.0371,0.0004,0.3614,0.0,0,促销敏感型
0585,0.0,0.0,0.0,1e-04,0.0,0.9998,0.0,5,生鲜高频型
0586,0.0,0.0,0.0,0.0095,0.0,0.0,0.9905,6,类目集中型
0587,0.0004,0.0109,0.9887,0.0,0.0,0.0,0.0,2,高价值稳定型
0588,0.0014,0.0031,0.0562,0.0071,0.9307,0.0,0.0015,4,高价值稳定型2
0589,0.1791,0.0416,0.0006,0.1791,0.5941,0.0,0.0056,4,高价值稳定型2
0590,0.0002,0.0003,0.2227,0.0023,0.7545,0.0,0.0201,4,高价值稳定型2
0591,0.0164,0.0,0.9824,0.0002,0.0009,0.0,0.0,2,高价值稳定型
0592,0.0018,0.0,0.9981,0.0,0.0,0.0,0.0,2,高价值稳定型
0593,0.0007,0.0,0.6284,0.0012,0.3676,0.0,0.002,2,高价值稳定型
0594,0.0625,0.0473,0.8888,0.0011,0.0002,0.0,0.0,2,高价值稳定型
0595,0.002,0.0009,0.0018,0.0254,0.9699,0.0,0.0,4,高价值稳定型2
0596,0.0632,0.0536,0.8788,0.0021,0.0021,0.0,0.0,2,高价值稳定型
0597,0.0012,0.0049,0.5244,0.002,0.4547,0.0,0.0129,2,高价值稳定型
0598,0.0004,0.0005,0.0257,0.0053,0.9547,0.0,0.0134,4,高价值稳定型2
0599,0.0078,0.0033,0.0538,0.0184,0.9031,0.0136,0.0,4,高价值稳定型2
0600,0.5661,0.0133,0.4201,0.0006,0.0,0.0,0.0,0,促销敏感型
0601,0.0016,0.0021,0.4349,0.0028,0.5483,0.0,0.0104,4,高价值稳定型2
0602,0.1402,0.0157,0.0002,0.0359,0.0002,0.8079,0.0,5,生鲜高频型
0603,0.0088,0.0965,0.0,0.0586,0.0,0.836,0.0,5,生鲜高频型
0604,0.0052,0.0019,0.4338,0.0022,0.5524,0.0,0.0044,4,高价值稳定型2
0605,0.0236,0.976,0.0,0.0002,0.0,0.0002,0.0,1,流失预警型
0606,0.0002,0.0002,0.0,0.0011,0.0,0.9985,0.0,5,生鲜高频型
0607,0.1421,0.6155,0.2418,0.0006,0.0,0.0,0.0,1,流失预警型
0608,0.0015,0.0179,0.0,0.1304,0.8501,0.0,0.0,4,高价值稳定型2
0609,0.0002,0.0,0.9853,1e-04,0.0145,0.0,0.0,2,高价值稳定型
0610,0.9608,0.039,0.0,0.0002,0.0,0.0,0.0,0,促销敏感型
0611,0.0004,0.0,0.0,0.9996,0.0,0.0,0.0,3,促销敏感型2
0612,0.0771,0.0004,0.0,0.9084,0.0137,0.0003,0.0,3,促销敏感型2
0613,0.1262,0.8725,0.0008,0.0005,0.0,0.0,0.0,1,流失预警型
0614,0.0002,0.0,0.9657,1e-04,0.034,0.0,0.0,2,高价值稳定型
0615,0.014,0.0002,0.0351,0.0462,0.7575,0.0,0.147,4,高价值稳定型2
