user_id,rank,item_id,cat_l1,cat_l3,score,主要来源,reason
0144,6,DW-1201020013,蔬果,根茎,0.4501,复购周期,你可能接近「根茎」的复购周期
0144,7,DW-1201020044,蔬果,根茎,0.5728,复购周期,你可能接近「根茎」的复购周期
0144,8,DW-1201020042,蔬果,根茎,0.4507,复购周期,你可能接近「根茎」的复购周期
0144,9,DW-1201020017,蔬果,根茎,0.4612,复购周期,你可能接近「根茎」的复购周期
0144,10,DW-1203090210,蔬果,进口水果,0.5611,复购周期,你可能接近「进口水果」的复购周期
0145,1,DW-1201010019,蔬果,叶菜,0.5031,复购周期,你可能接近「叶菜」的复购周期
0145,2,DW-1201020029,蔬果,根茎,0.4852,关联规则,与你近期购买商品强关联（根茎）
0145,3,DW-1201020045,蔬果,根茎,0.4629,关联规则,与你近期购买商品强关联（根茎）
0145,4,DW-1201020361,蔬果,根茎,0.5516,关联规则,与你近期购买商品强关联（根茎）
0145,5,DW-1201010004,蔬果,叶菜,0.4664,复购周期,你可能接近「叶菜」的复购周期
0145,6,DW-1201010005,蔬果,叶菜,0.388,复购周期,你可能接近「叶菜」的复购周期
0145,7,DW-1201020013,蔬果,根茎,0.4957,关联规则,与你近期购买商品强关联（根茎）
0145,8,DW-1201020721,蔬果,根茎,0.4653,关联规则,与你近期购买商品强关联（根茎）
0145,9,DW-1201020042,蔬果,根茎,0.3404,关联规则,与你近期购买商品强关联（根茎）
0145,10,DW-1201010395,蔬果,叶菜,0.3944,价格匹配,该商品符合你的常购价格带
0146,1,DW-2202080030,休闲,散称糕点,0.5375,复购周期,你可能接近「散称糕点」的复购周期
0146,2,DW-1521010005,日配,新鲜蛋品,0.5173,图推荐,与你购买行为相似的顾客也常购买该商品
0146,3,DW-2202080013,休闲,散称糕点,0.4931,复购周期,你可能接近「散称糕点」的复购周期
0146,4,DW-2202080032,休闲,散称糕点,0.4285,复购周期,你可能接近「散称糕点」的复购周期
0146,5,DW-2203060010,休闲,综合包,0.3864,图推荐,与你购买行为相似的顾客也常购买该商品
0146,6,DW-2202080026,休闲,散称糕点,0.3881,复购周期,你可能接近「散称糕点」的复购周期
0146,7,DW-2202080007,休闲,散称糕点,0.3752,复购周期,你可能接近「散称糕点」的复购周期
0146,8,DW-2202080021,休闲,散称糕点,0.3461,复购周期,你可能接近「散称糕点」的复购周期
0146,9,DW-2202080010,休闲,散称糕点,0.3777,复购周期,你可能接近「散称糕点」的复购周期
0146,10,DW-2202080014,休闲,散称糕点,0.4332,复购周期,你可能接近「散称糕点」的复购周期
0150,1,DW-1201010020,蔬果,叶菜,0.5344,图推荐,与你购买行为相似的顾客也常购买该商品
0150,2,DW-1201010395,蔬果,叶菜,0.4942,图推荐,与你购买行为相似的顾客也常购买该商品
0150,3,DW-1201010005,蔬果,叶菜,0.4936,图推荐,与你购买行为相似的顾客也常购买该商品
0150,4,DW-1201010019,蔬果,叶菜,0.6755,图推荐,与你购买行为相似的顾客也常购买该商品
0150,5,DW-1201010023,蔬果,叶菜,0.4192,图推荐,与你购买行为相似的顾客也常购买该商品
0150,6,DW-1201040010,蔬果,花果,0.4188,图推荐,与你购买行为相似的顾客也常购买该商品
0150,7,DW-1201040035,蔬果,花果,0.6369,价格匹配,该商品符合你的常购价格带
0150,8,DW-1201020013,蔬果,根茎,0.6001,图推荐,与你购买行为相似的顾客也常购买该商品
0150,9,DW-1201010018,蔬果,叶菜,0.6095,价格匹配,该商品符合你的常购价格带
0150,10,DW-1201010004,蔬果,叶菜,0.3873,价格匹配,该商品符合你的常购价格带
0151,1,DW-1201020029,蔬果,根茎,0.587,复购周期,你可能接近「根茎」的复购周期
0151,2,DW-1201020013,蔬果,根茎,0.4642,复购周期,你可能接近「根茎」的复购周期
0151,3,DW-1201020361,蔬果,根茎,0.5048,复购周期,你可能接近「根茎」的复购周期
0151,4,DW-1201020721,蔬果,根茎,0.419,复购周期,你可能接近「根茎」的复购周期
0151,5,DW-1201020045,蔬果,根茎,0.418,复购周期,你可能接近「根茎」的复购周期
0151,6,DW-1201020042,蔬果,根茎,0.4276,复购周期,你可能接近「根茎」的复购周期
0151,7,DW-1201020044,蔬果,根茎,0.3271,复购周期,你可能接近「根茎」的复购周期
0151,8,DW-1201020017,蔬果,根茎,0.3052,复购周期,你可能接近「根茎」的复购周期
0151,9,DW-1001010194,肉禽,鲜猪肉,0.3144,复购周期,你可能接近「鲜猪肉」的复购周期
0151,10,DW-1505040001,日配,冷藏乳酸菌,0.3056,复购周期,你可能接近「冷藏乳酸菌」的复购周期
0152,1,DW-1201010005,蔬果,叶菜,0.4966,复购周期,你可能接近「叶菜」的复购周期
0152,2,DW-1201010004,蔬果,叶菜,0.4869,复购周期,你可能接近「叶菜」的复购周期
0152,3,DW-1201010020,蔬果,叶菜,0.4391,复购周期,你可能接近「叶菜」的复购周期
0152,4,DW-1201010395,蔬果,叶菜,0.4176,复购周期,你可能接近「叶菜」的复购周期
0152,5,DW-1201010021,蔬果,叶菜,0.663,复购周期,你可能接近「叶菜」的复购周期
0152,6,DW-1201010019,蔬果,叶菜,0.5379,复购周期,你可能接近「叶菜」的复购周期
0152,7,DW-1201010018,蔬果,叶菜,0.3505,复购周期,你可能接近「叶菜」的复购周期
0152,8,DW-1201010023,蔬果,叶菜,0.5168,复购周期,你可能接近「叶菜」的复购周期
0152,9,DW-1201060002,蔬果,菌菇类,0.5114,复购周期,你可能接近「菌菇类」的复购周期
0152,10,DW-1201060004,蔬果,菌菇类,0.6169,复购周期,你可能接近「菌菇类」的复购周期
0156,1,DW-3016030007,洗化,无芯纸,0.6905,复购周期,你可能接近「无芯纸」的复购周期
0156,2,DW-3016030106,洗化,无芯纸,0.499,复购周期,你可能接近「无芯纸」的复购周期
0156,3,DW-1201010004,蔬果,叶菜,0.5018,复购周期,你可能接近「叶菜」的复购周期
0156,4,DW-3016030107,洗化,无芯纸,0.4841,复购周期,你可能接近「无芯纸」的复购周期
0156,5,DW-1201010005,蔬果,叶菜,0.4477,复购周期,你可能接近「叶菜」的复购周期
0156,6,DW-3016030048,洗化,无芯纸,0.4766,复购周期,你可能接近「无芯纸」的复购周期
0156,7,DW-1201010395,蔬果,叶菜,0.5317,复购周期,你可能接近「叶菜」的复购周期
0156,8,DW-3016030118,洗化,无芯纸,0.4149,复购周期,你可能接近「无芯纸」的复购周期
0156,9,DW-1201010020,蔬果,叶菜,0.4075,复购周期,你可能接近「叶菜」的复购周期
0156,10,DW-1201040010,蔬果,花果,0.5646,关联规则,与你近期购买商品强关联（花果）
0163,1,DW-1203020175,蔬果,苹果类,0.6298,图推荐,与你购买行为相似的顾客也常购买该商品
0163,2,DW-3016030007,洗化,无芯纸,0.5909,图推荐,与你购买行为相似的顾客也常购买该商品
0163,3,DW-1521010005,日配,新鲜蛋品,0.6022,图推荐,与你购买行为相似的顾客也常购买该商品
0163,4,DW-1203020172,蔬果,苹果类,0.4667,复购周期,你可能接近「苹果类」的复购周期
0163,5,DW-1201020029,蔬果,根茎,0.5031,复购周期,你可能接近「根茎」的复购周期
0163,6,DW-1203020164,蔬果,苹果类,0.4517,复购周期,你可能接近「苹果类」的复购周期
0163,7,DW-1201020721,蔬果,根茎,0.4725,复购周期,你可能接近「根茎」的复购周期
0163,8,DW-1201020045,蔬果,根茎,0.5331,复购周期,你可能接近「根茎」的复购周期
0163,9,DW-1201040035,蔬果,花果,0.3755,图推荐,与你购买行为相似的顾客也常购买该商品
0163,10,DW-3016080270,洗化,软抽纸巾,0.5401,复购周期,你可能接近「软抽纸巾」的复购周期
0164,1,DW-1521010005,日配,新鲜蛋品,0.5522,图推荐,与你购买行为相似的顾客也常购买该商品
0164,2,DW-2205130089,休闲,香瓜子,0.5213,复购周期,你可能接近「香瓜子」的复购周期
0164,3,DW-1203130446,蔬果,其它水果,0.4996,图推荐,与你购买行为相似的顾客也常购买该商品
0164,4,DW-1203070022,蔬果,蕉类,0.5141,图推荐,与你购买行为相似的顾客也常购买该商品
0164,5,DW-1203020172,蔬果,苹果类,0.444,图推荐,与你购买行为相似的顾客也常购买该商品
0164,6,DW-1201040035,蔬果,花果,0.4261,关联规则,与你近期购买商品强关联（花果）
0164,7,DW-2205130006,休闲,香瓜子,0.398,复购周期,你可能接近「香瓜子」的复购周期
0164,8,DW-2205990169,休闲,其他炒货,0.413,复购周期,你可能接近「其他炒货」的复购周期
0164,9,DW-1203090210,蔬果,进口水果,0.4319,价格匹配,该商品符合你的常购价格带
0164,10,DW-1201020029,蔬果,根茎,0.3898,价格匹配,该商品符合你的常购价格带
0166,1,DW-1201040010,蔬果,花果,0.552,价格匹配,该商品符合你的常购价格带
0166,2,DW-1201020029,蔬果,根茎,0.5591,价格匹配,该商品符合你的常购价格带
0166,3,DW-1201020013,蔬果,根茎,0.546,价格匹配,该商品符合你的常购价格带
0166,4,DW-1201040049,蔬果,花果,0.5213,价格匹配,该商品符合你的常购价格带
0166,5,DW-1201020017,蔬果,根茎,0.4954,价格匹配,该商品符合你的常购价格带
0166,6,DW-3016030007,洗化,无芯纸,0.4892,图推荐,与你购买行为相似的顾客也常购买该商品
0166,7,DW-1201020721,蔬果,根茎,0.6243,价格匹配,该商品符合你的常购价格带
0166,8,DW-1201010005,蔬果,叶菜,0.6173,图推荐,与你购买行为相似的顾客也常购买该商品
0166,9,DW-1201040035,蔬果,花果,0.4871,价格匹配,该商品符合你的常购价格带
0166,10,DW-2006010001,粮油,散称白米,0.4823,图推荐,与你购买行为相似的顾客也常购买该商品
0167,1,DW-1201040010,蔬果,花果,0.569,图推荐,与你购买行为相似的顾客也常购买该商品
0167,2,DW-1201040035,蔬果,花果,0.5585,价格匹配,该商品符合你的常购价格带
0167,3,DW-1201020029,蔬果,根茎,0.6334,价格匹配,该商品符合你的常购价格带
0167,4,DW-1201020013,蔬果,根茎,0.5172,价格匹配,该商品符合你的常购价格带
0167,5,DW-1201040026,蔬果,花果,0.4685,关联规则,与你近期购买商品强关联（花果）
0167,6,DW-1201020045,蔬果,根茎,0.4633,价格匹配,该商品符合你的常购价格带
0167,7,DW-1201040049,蔬果,花果,0.5617,价格匹配,该商品符合你的常购价格带
0167,8,DW-1203130446,蔬果,其它水果,0.4208,图推荐,与你购买行为相似的顾客也常购买该商品
0167,9,DW-1201020361,蔬果,根茎,0.3679,价格匹配,该商品符合你的常购价格带
0167,10,DW-1201040027,蔬果,花果,0.5425,价格匹配,该商品符合你的常购价格带
0168,1,DW-1518050001,日配,利乐枕纯奶,0.7107,图推荐,与你购买行为相似的顾客也常购买该商品
0168,2,DW-1201020361,蔬果,根茎,0.6539,图推荐,与你购买行为相似的顾客也常购买该商品
0168,3,DW-1517010003,日配,猪肉火腿肠,0.7459,图推荐,与你购买行为相似的顾客也常购买该商品
0168,4,DW-1201040010,蔬果,花果,0.6949,图推荐,与你购买行为相似的顾客也常购买该商品
0168,5,DW-1201010004,蔬果,叶菜,0.5934,图推荐,与你购买行为相似的顾客也常购买该商品
0168,6,DW-1201010395,蔬果,叶菜,0.5833,价格匹配,该商品符合你的常购价格带
0168,7,DW-1201010021,蔬果,叶菜,0.6086,图推荐,与你购买行为相似的顾客也常购买该商品
0168,8,DW-1201020721,蔬果,根茎,0.5658,价格匹配,该商品符合你的常购价格带
0168,9,DW-1201010019,蔬果,叶菜,0.5767,图推荐,与你购买行为相似的顾客也常购买该商品
0168,10,DW-1001040125,肉禽,猪骨,0.5379,价格匹配,该商品符合你的常购价格带
0172,1,DW-2205020048,休闲,带壳花生,0.535,关联规则,与你近期购买商品强关联（带壳花生）
0172,2,DW-2009020015,粮油,功能盐,0.6167,复购周期,你可能接近「功能盐」的复购周期
0172,3,DW-2010030030,粮油,花生油,0.4842,图推荐,与你购买行为相似的顾客也常购买该商品
0172,4,DW-2009020012,粮油,功能盐,0.4791,复购周期,你可能接近「功能盐」的复购周期
0172,5,DW-1203130446,蔬果,其它水果,0.558,价格匹配,该商品符合你的常购价格带
0172,6,DW-1203070022,蔬果,蕉类,0.4542,价格匹配,该商品符合你的常购价格带
0172,7,DW-2205130089,休闲,香瓜子,0.4211,图推荐,与你购买行为相似的顾客也常购买该商品
0172,8,DW-2007010021,粮油,木耳,0.4204,复购周期,你可能接近「木耳」的复购周期
0172,9,DW-2205020010,休闲,带壳花生,0.4237,复购周期,你可能接近「带壳花生」的复购周期
0172,10,DW-2009030002,粮油,绵白糖,0.4251,图推荐,与你购买行为相似的顾客也常购买该商品
0174,1,DW-1001010194,肉禽,鲜猪肉,0.6537,复购周期,你可能接近「鲜猪肉」的复购周期
0174,2,DW-1203130446,蔬果,其它水果,0.4584,图推荐,与你购买行为相似的顾客也常购买该商品
0174,3,DW-1201020029,蔬果,根茎,0.5843,图推荐,与你购买行为相似的顾客也常购买该商品
0174,4,DW-1001010191,肉禽,鲜猪肉,0.5596,复购周期,你可能接近「鲜猪肉」的复购周期
0174,5,DW-1001010195,肉禽,鲜猪肉,0.6743,复购周期,你可能接近「鲜猪肉」的复购周期
0174,6,DW-1201040035,蔬果,花果,0.525,图推荐,与你购买行为相似的顾客也常购买该商品
0174,7,DW-1001010196,肉禽,鲜猪肉,0.3979,复购周期,你可能接近「鲜猪肉」的复购周期
0174,8,DW-1001010205,肉禽,鲜猪肉,0.4247,复购周期,你可能接近「鲜猪肉」的复购周期
0174,9,DW-1301010076,熟食,凉拌素食,0.475,复购周期,你可能接近「凉拌素食」的复购周期
0174,10,DW-1001010204,肉禽,鲜猪肉,0.4409,复购周期,你可能接近「鲜猪肉」的复购周期
0176,1,DW-1201010004,蔬果,叶菜,0.6066,复购周期,你可能接近「叶菜」的复购周期
0176,2,DW-1201010005,蔬果,叶菜,0.709,复购周期,你可能接近「叶菜」的复购周期
0176,3,DW-1201010021,蔬果,叶菜,0.6094,复购周期,你可能接近「叶菜」的复购周期
0176,4,DW-1201010020,蔬果,叶菜,0.4728,复购周期,你可能接近「叶菜」的复购周期
0176,5,DW-1201010395,蔬果,叶菜,0.5294,复购周期,你可能接近「叶菜」的复购周期
0176,6,DW-1201010023,蔬果,叶菜,0.4819,复购周期,你可能接近「叶菜」的复购周期
0176,7,DW-1201010019,蔬果,叶菜,0.654,复购周期,你可能接近「叶菜」的复购周期
0176,8,DW-1201010018,蔬果,叶菜,0.5458,复购周期,你可能接近「叶菜」的复购周期
0176,9,DW-1201040035,蔬果,花果,0.4612,复购周期,你可能接近「花果」的复购周期
0176,10,DW-1201040049,蔬果,花果,0.3775,复购周期,你可能接近「花果」的复购周期
0179,1,DW-1201040035,蔬果,花果,0.6597,图推荐,与你购买行为相似的顾客也常购买该商品
0179,2,DW-1201040010,蔬果,花果,0.5895,图推荐,与你购买行为相似的顾客也常购买该商品
0179,3,DW-1201040049,蔬果,花果,0.5761,复购周期,你可能接近「花果」的复购周期
0179,4,DW-1521010005,日配,新鲜蛋品,0.48,价格匹配,该商品符合你的常购价格带
0179,5,DW-1201040026,蔬果,花果,0.4954,复购周期,你可能接近「花果」的复购周期
0179,6,DW-1201040027,蔬果,花果,0.491,复购周期,你可能接近「花果」的复购周期
0179,7,DW-1521010002,日配,新鲜蛋品,0.5289,价格匹配,该商品符合你的常购价格带
0179,8,DW-1201060010,蔬果,菌菇类,0.4079,价格匹配,该商品符合你的常购价格带
0179,9,DW-1518050001,日配,利乐枕纯奶,0.4078,价格匹配,该商品符合你的常购价格带
0179,10,DW-1201040004,蔬果,花果,0.4152,复购周期,你可能接近「花果」的复购周期
0180,1,DW-1201020029,蔬果,根茎,0.5347,价格匹配,该商品符合你的常购价格带
0180,2,DW-1201040010,蔬果,花果,0.6354,价格匹配,该商品符合你的常购价格带
0180,3,DW-1201040049,蔬果,花果,0.6587,价格匹配,该商品符合你的常购价格带
0180,4,DW-1201040035,蔬果,花果,0.6619,价格匹配,该商品符合你的常购价格带
0180,5,DW-1201010004,蔬果,叶菜,0.437,价格匹配,该商品符合你的常购价格带
0180,6,DW-1201020013,蔬果,根茎,0.3099,价格匹配,该商品符合你的常购价格带
0180,7,DW-1201010020,蔬果,叶菜,0.3769,价格匹配,该商品符合你的常购价格带
0180,8,DW-1201020721,蔬果,根茎,0.3948,价格匹配,该商品符合你的常购价格带
0180,9,DW-1201040026,蔬果,花果,0.4242,价格匹配,该商品符合你的常购价格带
0180,10,DW-1201010005,蔬果,叶菜,0.3862,价格匹配,该商品符合你的常购价格带
0181,1,DW-1201040035,蔬果,花果,0.513,复购周期,你可能接近「花果」的复购周期
0181,2,DW-1201060002,蔬果,菌菇类,0.6959,复购周期,你可能接近「菌菇类」的复购周期
0181,3,DW-1203030155,蔬果,梨类,0.4861,复购周期,你可能接近「梨类」的复购周期
0181,4,DW-1201050011,蔬果,鲜调味,0.4667,复购周期,你可能接近「鲜调味」的复购周期
0181,5,DW-1201020042,蔬果,根茎,0.4785,复购周期,你可能接近「根茎」的复购周期
0181,6,DW-1201010004,蔬果,叶菜,0.7036,复购周期,你可能接近「叶菜」的复购周期
0181,7,DW-1201060004,蔬果,菌菇类,0.6985,复购周期,你可能接近「菌菇类」的复购周期
0181,8,DW-1202018267,蔬果,豆腐,0.4524,复购周期,你可能接近「豆腐」的复购周期
0181,9,DW-1201060003,蔬果,菌菇类,0.6483,复购周期,你可能接近「菌菇类」的复购周期
0181,10,DW-1201020044,蔬果,根茎,0.5962,复购周期,你可能接近「根茎」的复购周期
0183,1,DW-1203020172,蔬果,苹果类,0.6856,复购周期,你可能接近「苹果类」的复购周期
0183,2,DW-1203020164,蔬果,苹果类,0.435,复购周期,你可能接近「苹果类」的复购周期
0183,3,DW-1203020175,蔬果,苹果类,0.4243,复购周期,你可能接近「苹果类」的复购周期
0183,4,DW-1203020162,蔬果,苹果类,0.3484,复购周期,你可能接近「苹果类」的复购周期
0183,5,DW-1201010004,蔬果,叶菜,0.5665,复购周期,你可能接近「叶菜」的复购周期
0183,6,DW-1201020029,蔬果,根茎,0.5409,复购周期,你可能接近「根茎」的复购周期
0183,7,DW-1201010005,蔬果,叶菜,0.34,复购周期,你可能接近「叶菜」的复购周期
0183,8,DW-1201020045,蔬果,根茎,0.5471,复购周期,你可能接近「根茎」的复购周期
0183,9,DW-1201020721,蔬果,根茎,0.3376,复购周期,你可能接近「根茎」的复购周期
0183,10,DW-1201020013,蔬果,根茎,0.3339,复购周期,你可能接近「根茎」的复购周期
0189,1,DW-1203070022,蔬果,蕉类,0.6728,图推荐,与你购买行为相似的顾客也常购买该商品
0189,2,DW-1521010005,日配,新鲜蛋品,0.6136,图推荐,与你购买行为相似的顾客也常购买该商品
0189,3,DW-1203030155,蔬果,梨类,0.5893,图推荐,与你购买行为相似的顾客也常购买该商品
0189,4,DW-1203030177,蔬果,梨类,0.522,价格匹配,该商品符合你的常购价格带
0189,5,DW-1201010004,蔬果,叶菜,0.5263,价格匹配,该商品符合你的常购价格带
0189,6,DW-3016030007,洗化,无芯纸,0.4545,价格匹配,该商品符合你的常购价格带
0189,7,DW-1518130016,日配,利乐砖乳酸菌,0.4557,价格匹配,该商品符合你的常购价格带
0189,8,DW-1505040001,日配,冷藏乳酸菌,0.4772,价格匹配,该商品符合你的常购价格带
0189,9,DW-1201050011,蔬果,鲜调味,0.3951,价格匹配,该商品符合你的常购价格带
0189,10,DW-2006010003,粮油,散称白米,0.4796,价格匹配,该商品符合你的常购价格带
0190,1,DW-1001040125,肉禽,猪骨,0.6844,复购周期,你可能接近「猪骨」的复购周期
0190,2,DW-1201060004,蔬果,菌菇类,0.3712,复购周期,你可能接近「菌菇类」的复购周期
0190,3,DW-1201060010,蔬果,菌菇类,0.3534,复购周期,你可能接近「菌菇类」的复购周期
0190,4,DW-1201060002,蔬果,菌菇类,0.3487,复购周期,你可能接近「菌菇类」的复购周期
0190,5,DW-1201060003,蔬果,菌菇类,0.4263,复购周期,你可能接近「菌菇类」的复购周期
0190,6,DW-1001040126,肉禽,猪骨,0.3389,复购周期,你可能接近「猪骨」的复购周期
0190,7,DW-1001040131,肉禽,猪骨,0.3259,复购周期,你可能接近「猪骨」的复购周期
0190,8,DW-1001040133,肉禽,猪骨,0.3818,复购周期,你可能接近「猪骨」的复购周期
0190,9,DW-1001040132,肉禽,猪骨,0.4287,复购周期,你可能接近「猪骨」的复购周期
0190,10,DW-1201060014,蔬果,菌菇类,0.3352,复购周期,你可能接近「菌菇类」的复购周期
0198,1,DW-1517010003,日配,猪肉火腿肠,0.6489,图推荐,与你购买行为相似的顾客也常购买该商品
0198,2,DW-1201040035,蔬果,花果,0.5193,价格匹配,该商品符合你的常购价格带
0198,3,DW-1201020029,蔬果,根茎,0.4846,价格匹配,该商品符合你的常购价格带
0198,4,DW-1201010004,蔬果,叶菜,0.4976,价格匹配,该商品符合你的常购价格带
0198,5,DW-1201040010,蔬果,花果,0.5943,关联规则,与你近期购买商品强关联（花果）
0198,6,DW-1201040049,蔬果,花果,0.4786,价格匹配,该商品符合你的常购价格带
0198,7,DW-1201010005,蔬果,叶菜,0.5649,价格匹配,该商品符合你的常购价格带
0198,8,DW-1201010020,蔬果,叶菜,0.4446,价格匹配,该商品符合你的常购价格带
0198,9,DW-1201040026,蔬果,花果,0.5044,关联规则,与你近期购买商品强关联（花果）
0198,10,DW-1201020721,蔬果,根茎,0.5756,价格匹配,该商品符合你的常购价格带
0199,1,DW-1201010005,蔬果,叶菜,0.5047,复购周期,你可能接近「叶菜」的复购周期
0199,2,DW-1201010004,蔬果,叶菜,0.4572,复购周期,你可能接近「叶菜」的复购周期
0199,3,DW-1201010395,蔬果,叶菜,0.3778,复购周期,你可能接近「叶菜」的复购周期
0199,4,DW-1201010019,蔬果,叶菜,0.5722,复购周期,你可能接近「叶菜」的复购周期
0199,5,DW-1201010023,蔬果,叶菜,0.4252,复购周期,你可能接近「叶菜」的复购周期
0199,6,DW-1201010020,蔬果,叶菜,0.5698,复购周期,你可能接近「叶菜」的复购周期
0199,7,DW-1201040035,蔬果,花果,0.5768,关联规则,与你近期购买商品强关联（花果）
0199,8,DW-1203010293,蔬果,柑桔柚类,0.5461,复购周期,你可能接近「柑桔柚类」的复购周期
0199,9,DW-1201010018,蔬果,叶菜,0.3629,复购周期,你可能接近「叶菜」的复购周期
0199,10,DW-1201010021,蔬果,叶菜,0.3827,复购周期,你可能接近「叶菜」的复购周期
0200,1,DW-1517010002,日配,猪肉火腿肠,0.6929,图推荐,与你购买行为相似的顾客也常购买该商品
0200,2,DW-1201040035,蔬果,花果,0.604,价格匹配,该商品符合你的常购价格带
0200,3,DW-1004020001,肉禽,分割鸡件,0.5994,图推荐,与你购买行为相似的顾客也常购买该商品
0200,4,DW-1202018073,蔬果,豆腐,0.5971,图推荐,与你购买行为相似的顾客也常购买该商品
0200,5,DW-1201020042,蔬果,根茎,0.5565,图推荐,与你购买行为相似的顾客也常购买该商品
0200,6,DW-1201010005,蔬果,叶菜,0.5818,图推荐,与你购买行为相似的顾客也常购买该商品
0200,7,DW-1201050011,蔬果,鲜调味,0.5914,图推荐,与你购买行为相似的顾客也常购买该商品
0200,8,DW-1001040125,肉禽,猪骨,0.558,价格匹配,该商品符合你的常购价格带
0200,9,DW-1518130011,日配,利乐砖乳酸菌,0.5127,图推荐,与你购买行为相似的顾客也常购买该商品
0200,10,DW-3016030007,洗化,无芯纸,0.5286,图推荐,与你购买行为相似的顾客也常购买该商品
0201,1,DW-1518030030,日配,利乐砖营养奶,0.5755,图推荐,与你购买行为相似的顾客也常购买该商品
0201,2,DW-1201040035,蔬果,花果,0.4801,价格匹配,该商品符合你的常购价格带
0201,3,DW-1521010005,日配,新鲜蛋品,0.5448,价格匹配,该商品符合你的常购价格带
0201,4,DW-2205130089,休闲,香瓜子,0.4584,价格匹配,该商品符合你的常购价格带
0201,5,DW-2205130006,休闲,香瓜子,0.4433,价格匹配,该商品符合你的常购价格带
0201,6,DW-1301010076,熟食,凉拌素食,0.4145,图推荐,与你购买行为相似的顾客也常购买该商品
0201,7,DW-2202010026,休闲,派,0.4075,价格匹配,该商品符合你的常购价格带
0201,8,DW-1201020029,蔬果,根茎,0.3691,价格匹配,该商品符合你的常购价格带
0201,9,DW-1203020172,蔬果,苹果类,0.4192,价格匹配,该商品符合你的常购价格带
0201,10,DW-1308010191,熟食,现制蒸类,0.4188,价格匹配,该商品符合你的常购价格带
0204,1,DW-1201040010,蔬果,花果,0.4966,复购周期,你可能接近「花果」的复购周期
0204,2,DW-1201020029,蔬果,根茎,0.6832,复购周期,你可能接近「根茎」的复购周期
0204,3,DW-1201020721,蔬果,根茎,0.6798,复购周期,你可能接近「根茎」的复购周期
0204,4,DW-2205020048,休闲,带壳花生,0.4927,复购周期,你可能接近「带壳花生」的复购周期
0204,5,DW-1203130446,蔬果,其它水果,0.6192,复购周期,你可能接近「其它水果」的复购周期
0204,6,DW-1201040035,蔬果,花果,0.4112,复购周期,你可能接近「花果」的复购周期
0204,7,DW-1201020013,蔬果,根茎,0.4708,复购周期,你可能接近「根茎」的复购周期
0204,8,DW-1201040004,蔬果,花果,0.492,复购周期,你可能接近「花果」的复购周期
0204,9,DW-1201040022,蔬果,花果,0.4872,复购周期,你可能接近「花果」的复购周期
0204,10,DW-1201040026,蔬果,花果,0.4074,复购周期,你可能接近「花果」的复购周期
0205,1,DW-1201040035,蔬果,花果,0.6108,复购周期,你可能接近「花果」的复购周期
0205,2,DW-1201040026,蔬果,花果,0.7872,复购周期,你可能接近「花果」的复购周期
0205,3,DW-1201040010,蔬果,花果,0.5466,复购周期,你可能接近「花果」的复购周期
0205,4,DW-1201040022,蔬果,花果,0.5012,复购周期,你可能接近「花果」的复购周期
0205,5,DW-1001010194,肉禽,鲜猪肉,0.6887,复购周期,你可能接近「鲜猪肉」的复购周期
0205,6,DW-1201020721,蔬果,根茎,0.4814,复购周期,你可能接近「根茎」的复购周期
0205,7,DW-1201020045,蔬果,根茎,0.8509,复购周期,你可能接近「根茎」的复购周期
0205,8,DW-1001010205,肉禽,鲜猪肉,0.4527,复购周期,你可能接近「鲜猪肉」的复购周期
0205,9,DW-1201060004,蔬果,菌菇类,0.7596,图推荐,与你购买行为相似的顾客也常购买该商品
0205,10,DW-1201020044,蔬果,根茎,0.6202,复购周期,你可能接近「根茎」的复购周期
0207,1,DW-1201020029,蔬果,根茎,0.6281,价格匹配,该商品符合你的常购价格带
0207,2,DW-1001010196,肉禽,鲜猪肉,0.6421,图推荐,与你购买行为相似的顾客也常购买该商品
0207,3,DW-1201040010,蔬果,花果,0.6286,图推荐,与你购买行为相似的顾客也常购买该商品
0207,4,DW-1001010205,肉禽,鲜猪肉,0.5341,图推荐,与你购买行为相似的顾客也常购买该商品
0207,5,DW-1201040035,蔬果,花果,0.6459,关联规则,与你近期购买商品强关联（花果）
0207,6,DW-1201020013,蔬果,根茎,0.5573,价格匹配,该商品符合你的常购价格带
0207,7,DW-1201040049,蔬果,花果,0.4231,价格匹配,该商品符合你的常购价格带
0207,8,DW-1201040026,蔬果,花果,0.5783,价格匹配,该商品符合你的常购价格带
0207,9,DW-1201020045,蔬果,根茎,0.5083,价格匹配,该商品符合你的常购价格带
0207,10,DW-1001010194,肉禽,鲜猪肉,0.544,价格匹配,该商品符合你的常购价格带
0209,1,DW-1521010005,日配,新鲜蛋品,0.6379,图推荐,与你购买行为相似的顾客也常购买该商品
0209,2,DW-1201020029,蔬果,根茎,0.5628,价格匹配,该商品符合你的常购价格带
0209,3,DW-1201040035,蔬果,花果,0.5743,关联规则,与你近期购买商品强关联（花果）
0209,4,DW-1203060094,蔬果,桃/李类,0.5347,复购周期,你可能接近「桃/李类」的复购周期
0209,5,DW-1201040010,蔬果,花果,0.563,价格匹配,该商品符合你的常购价格带
0209,6,DW-1201020013,蔬果,根茎,0.5102,价格匹配,该商品符合你的常购价格带
0209,7,DW-1203060093,蔬果,桃/李类,0.581,复购周期,你可能接近「桃/李类」的复购周期
