item_id,cat_l1_name,cat_l2_name,cat_l3_name,cat_l3_code,item_type,unit,spec,销售金额,销售数量,销售笔数,平均单价,购买人数,复购率,复购率_平滑,促销占比,price_rank,price_band,综合热度,热度排名
DW-2014050043,粮油,酱菜类,腐乳,201405,一般商品,瓶,250g,9.5,1.0,1,9.5,1,0.0,0.0942,0.0,1.0,高价带,0.1823,4931
DW-2014050052,粮油,酱菜类,腐乳,201405,一般商品,瓶,500g,6.9,1.0,1,6.9,1,0.0,0.0942,0.0,0.3889,中价带,0.1721,5354
DW-2014050055,粮油,酱菜类,腐乳,201405,一般商品,瓶,500g,23.7,3.0,3,8.9,3,0.0,0.0797,0.3333,0.9444,高价带,0.2284,3018
DW-2014990049,粮油,酱菜类,其它酱菜,201499,一般商品,盘,110g,3.3,1.0,1,3.3,1,0.0,0.0942,0.0,0.2,低价带,0.1524,5932
DW-2014990054,粮油,酱菜类,其它酱菜,201499,一般商品,盒,112g,32.2,12.0,12,2.7,10,0.2,0.1518,0.0,0.1,低价带,0.3697,552
DW-2014990330,粮油,酱菜类,其它酱菜,201499,一般商品,千克,散称,18.88,1.6,6,11.8,6,0.0,0.0647,0.0,0.9,高价带,0.2229,3230
DW-2014990331,粮油,酱菜类,其它酱菜,201499,一般商品,千克,散称,26.77,2.268,8,11.8,8,0.0,0.0576,0.0,0.75,高价带,0.2466,2428
DW-2014990332,粮油,酱菜类,其它酱菜,201499,一般商品,千克,散称,3.28,0.278,1,11.8,1,0.0,0.0942,0.0,0.75,高价带,0.1472,6019
DW-2014990333,粮油,酱菜类,其它酱菜,201499,一般商品,千克,散称,2.8,0.286,1,9.8,1,0.0,0.0942,0.0,0.45,中价带,0.1438,6060
DW-2014990334,粮油,酱菜类,其它酱菜,201499,一般商品,千克,散称,30.55,2.214,8,13.8,8,0.0,0.0576,0.0,1.0,高价带,0.2511,2304
DW-2014990335,粮油,酱菜类,其它酱菜,201499,一般商品,千克,散称,21.97,2.272,10,9.8,9,0.1111,0.1072,0.0,0.45,中价带,0.283,1625
DW-2014990341,粮油,酱菜类,其它酱菜,201499,一般商品,千克,散称,15.43,1.576,5,9.8,5,0.0,0.0691,0.0,0.45,中价带,0.2115,3677
DW-2014990344,粮油,酱菜类,其它酱菜,201499,一般商品,千克,散称,22.27,2.272,8,9.8,7,0.1429,0.1198,0.0,0.45,中价带,0.2854,1589
DW-2025010002,粮油,罐头,八宝粥,202501,一般商品,听,360g,39.0,12.0,1,3.8,1,0.0,0.0942,1.0,0.5208,中价带,0.2688,1882
DW-2025010018,粮油,罐头,八宝粥,202501,一般商品,听,260g,3.9,1.0,1,3.9,1,0.0,0.0942,0.0,0.6875,高价带,0.1563,5842
DW-2025010019,粮油,罐头,八宝粥,202501,一般商品,听,360g,7.4,2.0,2,3.7,2,0.0,0.0863,0.0,0.3333,低价带,0.1794,5086
DW-2025010021,粮油,罐头,八宝粥,202501,一般商品,听,360g,6.8,2.0,2,3.9,2,0.0,0.0863,0.5,0.6875,高价带,0.1767,5152
DW-2025010024,粮油,罐头,八宝粥,202501,一般商品,罐,360g,4.3,1.0,1,4.3,1,0.0,0.0942,0.0,0.7917,高价带,0.1587,5767
DW-2025010025,粮油,罐头,八宝粥,202501,一般商品,听,360g,7.8,2.0,2,3.9,2,0.0,0.0863,0.0,0.6875,高价带,0.181,4990
DW-2025010031,粮油,罐头,八宝粥,202501,一般商品,罐,360g,133.2,36.0,3,3.7,3,0.0,0.0797,0.0,0.4167,中价带,0.3411,775
DW-2025010035,粮油,罐头,八宝粥,202501,一般商品,盒,360g*8,149.5,5.0,5,30.9,5,0.0,0.0691,1.0,0.9375,高价带,0.3122,1151
DW-2025010036,粮油,罐头,八宝粥,202501,一般商品,个,360g,1174.2,367.0,41,3.2,37,0.1081,0.1071,0.0244,0.0417,低价带,0.5516,79
DW-2025010038,粮油,罐头,八宝粥,202501,一般商品,盒,360g*8,57.8,2.0,2,30.9,2,0.0,0.0863,1.0,0.9375,高价带,0.2559,2195
DW-2025010039,粮油,罐头,八宝粥,202501,一般商品,盒,360g*8,59.8,2.0,2,30.9,2,0.0,0.0863,0.5,0.9375,高价带,0.2572,2150
DW-2025010042,粮油,罐头,八宝粥,202501,一般商品,听,360g,6.6,2.0,2,3.3,1,1.0,0.1851,0.0,0.125,低价带,0.2861,1574
DW-2025010043,粮油,罐头,八宝粥,202501,一般商品,听,360g,158.4,48.0,4,3.3,4,0.0,0.074,0.0,0.125,低价带,0.3563,650
DW-2025010044,粮油,罐头,八宝粥,202501,一般商品,听,360g,42.9,13.0,2,3.3,2,0.0,0.0863,0.0,0.125,低价带,0.2758,1752
DW-2025010045,粮油,罐头,八宝粥,202501,一般商品,盒,360g*8,30.9,1.0,1,30.9,1,0.0,0.0942,0.0,0.9375,高价带,0.2251,3120
DW-2025010047,粮油,罐头,八宝粥,202501,一般商品,听,360g,10.3,3.0,3,3.9,2,0.5,0.1697,0.6667,0.6875,高价带,0.2896,1514
DW-2025010048,粮油,罐头,八宝粥,202501,一般商品,听,360g,3.6,1.0,1,3.6,1,0.0,0.0942,0.0,0.25,低价带,0.1544,5888
DW-2025010049,粮油,罐头,八宝粥,202501,一般商品,听,280g,19.0,5.0,5,3.8,5,0.0,0.0691,0.0,0.5208,中价带,0.2355,2768
DW-2025010050,粮油,罐头,八宝粥,202501,一般商品,听,280g,81.0,22.0,11,3.7,10,0.1,0.1018,0.0,0.3333,低价带,0.3656,584
DW-2025010051,粮油,罐头,八宝粥,202501,一般商品,听,360g,7.4,2.0,2,3.7,2,0.0,0.0863,0.0,0.3333,低价带,0.1794,5086
DW-2025010058,粮油,罐头,八宝粥,202501,一般商品,听,280g,19.0,5.0,5,3.8,4,0.25,0.1454,0.0,0.5208,中价带,0.3003,1369
DW-2025010059,粮油,罐头,八宝粥,202501,一般商品,听,280g,7.6,2.0,2,3.8,2,0.0,0.0863,0.0,0.5208,中价带,0.1802,5023
DW-2025010068,粮油,罐头,八宝粥,202501,一般商品,听,280g,203.0,58.0,14,3.5,13,0.0769,0.0885,0.0,0.2083,低价带,0.4154,311
DW-2025010073,粮油,罐头,八宝粥,202501,一般商品,盒,320g*8,29.9,1.0,1,29.9,1,0.0,0.0942,0.0,0.8333,高价带,0.2239,3186
DW-2025020001,粮油,罐头,水果罐头,202502,一般商品,瓶,240g,13.4,2.0,2,6.7,2,0.0,0.0863,0.0,0.197,低价带,0.1996,4198
DW-2025020002,粮油,罐头,水果罐头,202502,一般商品,瓶,700g,15.9,1.0,1,15.9,1,0.0,0.0942,0.0,0.9091,高价带,0.2002,4175
DW-2025020004,粮油,罐头,水果罐头,202502,一般商品,瓶,240g,20.1,3.0,3,6.7,2,0.5,0.1697,0.0,0.197,低价带,0.3065,1255
DW-2025020007,粮油,罐头,水果罐头,202502,一般商品,瓶,240g,6.7,1.0,1,6.7,1,0.0,0.0942,0.0,0.197,低价带,0.1712,5402
DW-2025020011,粮油,罐头,水果罐头,202502,一般商品,瓶,600g,51.6,4.0,4,12.9,4,0.0,0.074,0.0,0.7576,高价带,0.2655,1948
DW-2025020015,粮油,罐头,水果罐头,202502,一般商品,瓶,720g,31.4,2.0,2,15.9,2,0.0,0.0863,0.0,0.9091,高价带,0.2318,2913
DW-2025020016,粮油,罐头,水果罐头,202502,一般商品,瓶,240g,20.1,3.0,3,6.7,3,0.0,0.0797,0.0,0.197,低价带,0.2222,3257
DW-2025020018,粮油,罐头,水果罐头,202502,一般商品,瓶,700g,95.5,7.0,7,14.9,7,0.0,0.0609,0.2857,0.8485,高价带,0.3065,1258
DW-2025020019,粮油,罐头,水果罐头,202502,一般商品,瓶,500g,11.7,1.0,1,11.7,1,0.0,0.0942,0.0,0.5606,中价带,0.1893,4651
DW-2025020023,粮油,罐头,水果罐头,202502,一般商品,瓶,600g,12.9,1.0,1,12.9,1,0.0,0.0942,0.0,0.7576,高价带,0.1927,4512
DW-2025020024,粮油,罐头,水果罐头,202502,一般商品,瓶,700g,15.9,1.0,1,15.9,1,0.0,0.0942,0.0,0.9091,高价带,0.2002,4175
DW-2025020025,粮油,罐头,水果罐头,202502,一般商品,瓶,600g,58.5,5.0,5,11.7,5,0.0,0.0691,0.0,0.5606,中价带,0.2769,1737
DW-2025020026,粮油,罐头,水果罐头,202502,一般商品,瓶,720g,16.9,1.0,1,16.9,1,0.0,0.0942,0.0,0.9697,高价带,0.2024,4081
DW-2025020030,粮油,罐头,水果罐头,202502,一般商品,瓶,500g,23.7,3.0,3,7.9,3,0.0,0.0797,0.0,0.303,低价带,0.2284,3018
DW-2025020031,粮油,罐头,水果罐头,202502,一般商品,瓶,500g,42.5,5.0,5,8.5,5,0.0,0.0691,0.0,0.3788,中价带,0.2649,1974
DW-2025020032,粮油,罐头,水果罐头,202502,一般商品,瓶,500g,8.5,1.0,1,8.5,1,0.0,0.0942,0.0,0.3788,中价带,0.1786,5104
DW-2025020034,粮油,罐头,水果罐头,202502,一般商品,瓶,360g,21.9,3.0,3,7.3,3,0.0,0.0797,0.0,0.2727,低价带,0.2254,3109
DW-2025020035,粮油,罐头,水果罐头,202502,一般商品,瓶,500g,8.5,1.0,1,8.5,1,0.0,0.0942,0.0,0.3788,中价带,0.1786,5104
DW-2025020036,粮油,罐头,水果罐头,202502,一般商品,瓶,500g,17.0,2.0,2,8.5,2,0.0,0.0863,0.0,0.3788,中价带,0.2083,3836
DW-2025020054,粮油,罐头,水果罐头,202502,一般商品,瓶,1.25kg,40.6,2.0,2,20.3,2,0.0,0.0863,0.0,1.0,高价带,0.2419,2526
DW-2025020075,粮油,罐头,水果罐头,202502,一般商品,瓶,248g,4.9,1.0,1,4.9,1,0.0,0.0942,0.0,0.0455,低价带,0.1622,5684
DW-2025020076,粮油,罐头,水果罐头,202502,一般商品,瓶,248g,4.9,1.0,1,4.9,1,0.0,0.0942,0.0,0.0455,低价带,0.1622,5684
DW-2025020079,粮油,罐头,水果罐头,202502,一般商品,瓶,388g,8.9,1.0,1,8.9,1,0.0,0.0942,0.0,0.4848,中价带,0.1801,5045
DW-2025020081,粮油,罐头,水果罐头,202502,一般商品,瓶,388g,8.9,1.0,1,8.9,1,0.0,0.0942,0.0,0.4848,中价带,0.1801,5045
DW-2025020082,粮油,罐头,水果罐头,202502,一般商品,瓶,538g,11.9,1.0,1,11.9,1,0.0,0.0942,0.0,0.6364,中价带,0.1899,4624
DW-2025020083,粮油,罐头,水果罐头,202502,一般商品,瓶,538g,11.9,1.0,1,11.9,1,0.0,0.0942,0.0,0.6364,中价带,0.1899,4624
DW-2025020085,粮油,罐头,水果罐头,202502,一般商品,瓶,538g,11.9,1.0,1,11.9,1,0.0,0.0942,0.0,0.6364,中价带,0.1899,4624
DW-2025020094,粮油,罐头,水果罐头,202502,一般商品,瓶,770g,38.7,3.0,3,12.9,3,0.0,0.0797,0.0,0.7576,高价带,0.2473,2393
DW-2025020095,粮油,罐头,水果罐头,202502,一般商品,瓶,770g,25.8,2.0,2,12.9,2,0.0,0.0863,0.0,0.7576,高价带,0.2242,3154
DW-2025020097,粮油,罐头,水果罐头,202502,一般商品,瓶,770g,12.9,1.0,1,12.9,1,0.0,0.0942,0.0,0.7576,高价带,0.1927,4512
DW-2025020098,粮油,罐头,水果罐头,202502,一般商品,瓶,425g,8.9,1.0,1,8.9,1,0.0,0.0942,0.0,0.4848,中价带,0.1801,5045
DW-2025020099,粮油,罐头,水果罐头,202502,一般商品,瓶,255g,49.2,12.0,9,5.9,8,0.125,0.1131,0.6667,0.1061,低价带,0.3375,814
DW-2025020100,粮油,罐头,水果罐头,202502,一般商品,瓶,255g,37.0,10.0,7,5.9,5,0.2,0.1357,0.8571,0.1061,低价带,0.3297,904
DW-2025030002,粮油,罐头,蔬菜罐头,202503,一般商品,罐,425g,17.7,3.0,3,5.9,3,0.0,0.0797,0.0,0.5,中价带,0.2174,3435
DW-2025030012,粮油,罐头,蔬菜罐头,202503,一般商品,听,354g,80.3,9.0,9,9.5,5,0.6,0.2691,0.2222,1.0,高价带,0.48,176
DW-2025040001,粮油,罐头,鱼类罐头,202504,一般商品,听,184g,17.8,2.0,2,8.9,2,0.0,0.0863,0.0,0.2857,低价带,0.21,3734
DW-2025040002,粮油,罐头,鱼类罐头,202504,一般商品,听,184g,23.7,3.0,3,7.9,3,0.0,0.0797,0.0,0.1429,低价带,0.2284,3018
DW-2025040015,粮油,罐头,鱼类罐头,202504,一般商品,听,184g,48.9,3.0,3,16.3,3,0.0,0.0797,0.0,1.0,高价带,0.2564,2174
DW-2025040041,粮油,罐头,鱼类罐头,202504,一般商品,瓶,227g,19.8,2.0,2,9.9,2,0.0,0.0863,0.0,0.6429,中价带,0.214,3582
DW-2025040042,粮油,罐头,鱼类罐头,202504,一般商品,罐,155g,9.9,1.0,1,9.9,1,0.0,0.0942,0.0,0.6429,中价带,0.1836,4870
DW-2025040043,粮油,罐头,鱼类罐头,202504,一般商品,罐,155g,9.9,1.0,1,9.9,1,0.0,0.0942,0.0,0.6429,中价带,0.1836,4870
DW-2025040045,粮油,罐头,鱼类罐头,202504,一般商品,瓶,227g,29.7,3.0,3,9.9,3,0.0,0.0797,0.0,0.6429,中价带,0.237,2710
DW-2025050001,粮油,罐头,肉类罐头,202505,一般商品,听,198g,8.9,1.0,1,9.9,1,0.0,0.0942,0.0,0.25,低价带,0.1801,5045
DW-2025050006,粮油,罐头,肉类罐头,202505,一般商品,听,256g,14.3,1.0,1,14.3,1,0.0,0.0942,0.0,0.4167,中价带,0.1964,4332
DW-2025050007,粮油,罐头,肉类罐头,202505,一般商品,听,227g,13.3,1.0,1,13.3,1,0.0,0.0942,0.0,0.3333,低价带,0.1938,4467
DW-2025050008,粮油,罐头,肉类罐头,202505,一般商品,听,180g,27.6,4.0,4,6.9,3,0.3333,0.1566,0.0,0.0833,低价带,0.3128,1141
DW-2025050009,粮油,罐头,肉类罐头,202505,一般商品,听,360g,32.6,2.0,2,16.3,2,0.0,0.0863,0.0,0.6667,中价带,0.2333,2849
DW-2025050014,粮油,罐头,肉类罐头,202505,一般商品,听,340g,41.8,2.0,2,20.9,2,0.0,0.0863,0.0,0.9167,高价带,0.2431,2500
DW-2025050015,粮油,罐头,肉类罐头,202505,一般商品,听,198g,245.2,28.0,21,8.9,19,0.1053,0.1047,0.0,0.1667,低价带,0.4332,261
DW-2025050016,粮油,罐头,肉类罐头,202505,一般商品,听,340g,221.3,15.0,15,15.5,14,0.0714,0.0848,0.4667,0.5833,中价带,0.3901,430
DW-2025050018,粮油,罐头,肉类罐头,202505,一般商品,听,454g,43.0,2.0,2,21.5,2,0.0,0.0863,0.0,1.0,高价带,0.2442,2479
DW-2025050019,粮油,罐头,肉类罐头,202505,一般商品,听,397g,39.8,2.0,2,19.9,2,0.0,0.0863,0.0,0.75,高价带,0.2411,2563
DW-2025050034,粮油,罐头,肉类罐头,202505,一般商品,听,340g,20.3,1.0,1,20.3,1,0.0,0.0942,0.0,0.8333,高价带,0.2092,3755
DW-2025050040,粮油,罐头,肉类罐头,202505,一般商品,听,340g,38.9,3.0,3,14.5,3,0.0,0.0797,0.3333,0.5,中价带,0.2475,2380
DW-2101030038,冲调,奶粉,幼儿奶粉,210103,一般商品,盒,400g,49.0,1.0,1,49.0,1,0.0,0.0942,0.0,0.5,中价带,0.2429,2507
DW-2101030040,冲调,奶粉,幼儿奶粉,210103,一般商品,袋,450g,407.2,8.0,8,50.9,3,0.3333,0.1566,0.0,1.0,高价带,0.4076,350
DW-2101040043,冲调,奶粉,儿童奶粉,210104,一般商品,盒,400g,62.0,1.0,1,62.0,1,0.0,0.0942,0.0,1.0,高价带,0.252,2280
DW-2101050039,冲调,奶粉,婴幼儿米粉,210105,一般商品,盒,250g,25.9,1.0,1,25.9,1,0.0,0.0942,0.0,1.0,高价带,0.2184,3387
DW-2101060051,冲调,奶粉,婴儿辅助食品,210106,一般商品,支,120g,4.9,1.0,1,4.9,1,0.0,0.0942,0.0,0.5,中价带,0.1622,5684
DW-2101060052,冲调,奶粉,婴儿辅助食品,210106,一般商品,支,120g,9.8,2.0,2,4.9,2,0.0,0.0863,0.0,0.5,中价带,0.1886,4685
DW-2101060053,冲调,奶粉,婴儿辅助食品,210106,一般商品,支,120g,4.9,1.0,1,4.9,1,0.0,0.0942,0.0,0.5,中价带,0.1622,5684
DW-2101060054,冲调,奶粉,婴儿辅助食品,210106,一般商品,支,120g,4.9,1.0,1,4.9,1,0.0,0.0942,0.0,0.5,中价带,0.1622,5684
DW-2101060055,冲调,奶粉,婴儿辅助食品,210106,一般商品,支,120g,14.7,3.0,3,4.9,3,0.0,0.0797,0.0,0.5,中价带,0.2107,3691
DW-2101060056,冲调,奶粉,婴儿辅助食品,210106,一般商品,支,120g,4.9,1.0,1,4.9,1,0.0,0.0942,0.0,0.5,中价带,0.1622,5684
DW-2101060093,冲调,奶粉,婴儿辅助食品,210106,一般商品,罐,115g,25.9,1.0,1,25.9,1,0.0,0.0942,0.0,1.0,高价带,0.2184,3387
DW-2101070002,冲调,奶粉,全脂奶粉,210107,一般商品,袋,400g,235.4,6.0,6,39.9,6,0.0,0.0647,0.1667,1.0,高价带,0.334,852
DW-2101070015,冲调,奶粉,全脂奶粉,210107,一般商品,袋,300g,147.2,8.0,8,19.9,8,0.0,0.0576,0.625,0.5,中价带,0.3268,944
DW-2101080001,冲调,奶粉,低/脱脂奶粉,210108,一般商品,袋,400g,39.0,1.0,1,39.0,1,0.0,0.0942,0.0,1.0,高价带,0.2341,2836
DW-2101090014,冲调,奶粉,营养奶粉,210109,一般商品,袋,350g,83.6,4.0,4,20.9,4,0.0,0.074,0.0,1.0,高价带,0.2841,1608
DW-2101100025,冲调,奶粉,孕妇奶粉,210110,一般商品,盒,400g,62.0,1.0,1,62.0,1,0.0,0.0942,0.0,1.0,高价带,0.252,2280
DW-2101110007,冲调,奶粉,中老年奶粉,210111,一般商品,袋,400g,32.0,1.0,1,32.0,1,0.0,0.0942,0.0,0.25,低价带,0.2265,3081
DW-2101110009,冲调,奶粉,中老年奶粉,210111,一般商品,袋,400g,73.0,2.0,2,36.5,2,0.0,0.0863,0.0,0.5,中价带,0.2651,1967
DW-2101110011,冲调,奶粉,中老年奶粉,210111,一般商品,袋,400g,52.0,1.0,1,52.0,1,0.0,0.0942,0.0,1.0,高价带,0.2452,2454
DW-2101110018,冲调,奶粉,中老年奶粉,210111,一般商品,袋,16*25g,126.0,3.0,3,42.0,3,0.0,0.0797,0.0,0.75,高价带,0.2933,1457
DW-2101990005,冲调,奶粉,其他成人奶粉,210199,一般商品,袋,400g,170.4,5.0,5,36.0,4,0.25,0.1454,0.4,0.75,高价带,0.3702,550
DW-2101990010,冲调,奶粉,其他成人奶粉,210199,一般商品,袋,400g,108.0,3.0,3,36.0,3,0.0,0.0797,0.0,0.75,高价带,0.2874,1546
DW-2102020003,冲调,茶叶,包装茶,210202,联营商品,袋,100g,42.9,3.0,2,14.3,1,1.0,0.1851,0.0,0.7353,高价带,0.3349,841
DW-2102020017,冲调,茶叶,包装茶,210202,联营商品,袋,100g,14.3,1.0,1,14.3,1,0.0,0.0942,0.0,0.7353,高价带,0.1964,4332
DW-2102020025,冲调,茶叶,包装茶,210202,联营商品,袋,120g,13.4,2.0,2,6.7,2,0.0,0.0863,0.0,0.2353,低价带,0.1996,4198
DW-2102020026,冲调,茶叶,包装茶,210202,联营商品,袋,50g,4.7,1.0,1,4.7,1,0.0,0.0942,0.0,0.0882,低价带,0.1611,5719
DW-2102020027,冲调,茶叶,包装茶,210202,联营商品,袋,50g,9.4,2.0,2,4.7,2,0.0,0.0863,0.0,0.0882,低价带,0.1872,4725
DW-2102020051,冲调,茶叶,包装茶,210202,联营商品,袋,100g,23.1,3.0,3,7.7,3,0.0,0.0797,0.0,0.4118,中价带,0.2274,3051
DW-2102020054,冲调,茶叶,包装茶,210202,联营商品,袋,100g,10.3,1.0,1,10.3,1,0.0,0.0942,0.0,0.5882,中价带,0.185,4794
DW-2102020056,冲调,茶叶,包装茶,210202,联营商品,袋,120g,6.7,1.0,1,6.7,1,0.0,0.0942,0.0,0.2353,低价带,0.1712,5402
DW-2102020057,冲调,茶叶,包装茶,210202,联营商品,袋,120g,6.7,1.0,1,6.7,1,0.0,0.0942,0.0,0.2353,低价带,0.1712,5402
DW-2102020067,冲调,茶叶,包装茶,210202,联营商品,袋,100g,10.3,1.0,1,10.3,1,0.0,0.0942,0.0,0.5882,中价带,0.185,4794
DW-2102020068,冲调,茶叶,包装茶,210202,联营商品,袋,100g,7.7,1.0,1,7.7,1,0.0,0.0942,0.0,0.4118,中价带,0.1755,5240
DW-2102020078,冲调,茶叶,包装茶,210202,联营商品,袋,100g,23.1,3.0,2,7.7,2,0.0,0.0863,0.0,0.4118,中价带,0.2251,3122
DW-2102020101,冲调,茶叶,包装茶,210202,联营商品,袋,100g,10.3,1.0,1,10.3,1,0.0,0.0942,0.0,0.5882,中价带,0.185,4794
DW-2102020192,冲调,茶叶,包装茶,210202,联营商品,盒,30g,45.4,2.0,2,22.7,2,0.0,0.0863,0.0,0.8235,高价带,0.2463,2431
DW-2102020195,冲调,茶叶,包装茶,210202,联营商品,盒,40g,28.7,1.0,1,28.7,1,0.0,0.0942,0.0,0.9412,高价带,0.2223,3252
DW-2102020200,冲调,茶叶,包装茶,210202,联营商品,盒,30g,28.7,1.0,1,28.7,1,0.0,0.0942,0.0,0.9412,高价带,0.2223,3252
DW-2102020201,冲调,茶叶,包装茶,210202,联营商品,盒,125g,86.1,3.0,3,28.7,2,0.5,0.1697,0.0,0.9412,高价带,0.3492,691
DW-2103010014,冲调,咖啡,咖啡,210301,一般商品,瓶,50g,69.9,3.0,3,23.3,2,0.5,0.1697,0.0,0.9048,高价带,0.3428,758
DW-2103010030,冲调,咖啡,咖啡,210301,一般商品,盒,11*13g,61.2,4.0,4,15.3,4,0.0,0.074,0.0,0.619,中价带,0.2721,1817
DW-2103010040,冲调,咖啡,咖啡,210301,一般商品,盒,5*20g,15.3,1.0,1,15.3,1,0.0,0.0942,0.0,0.619,中价带,0.1988,4222
DW-2103010058,冲调,咖啡,咖啡,210301,一般商品,袋,25g,9.2,2.0,2,5.3,2,0.0,0.0863,0.5,0.1667,低价带,0.1865,4761
DW-2103010059,冲调,咖啡,咖啡,210301,一般商品,袋,25g,9.2,2.0,2,5.3,2,0.0,0.0863,0.5,0.1667,低价带,0.1865,4761
DW-2103010070,冲调,咖啡,咖啡,210301,一般商品,盒,21g*5,15.3,1.0,1,15.3,1,0.0,0.0942,0.0,0.619,中价带,0.1988,4222
DW-2103010077,冲调,咖啡,咖啡,210301,一般商品,杯,25g,4.7,1.0,1,4.7,1,0.0,0.0942,0.0,0.0476,低价带,0.1611,5719
DW-2103010078,冲调,咖啡,咖啡,210301,一般商品,杯,25g,5.3,1.0,1,5.3,1,0.0,0.0942,0.0,0.1667,低价带,0.1643,5615
DW-2103010079,冲调,咖啡,咖啡,210301,一般商品,杯,25g,9.2,2.0,2,5.3,2,0.0,0.0863,0.5,0.1667,低价带,0.1865,4761
DW-2103010080,冲调,咖啡,咖啡,210301,一般商品,盒,144g,19.9,1.0,1,19.9,1,0.0,0.0942,0.0,0.8333,高价带,0.2085,3811
DW-2103010081,冲调,咖啡,咖啡,210301,一般商品,盒,144g,19.9,1.0,1,19.9,1,0.0,0.0942,0.0,0.8333,高价带,0.2085,3811
DW-2103010097,冲调,咖啡,咖啡,210301,一般商品,盒,13g*10,16.3,1.0,1,16.3,1,0.0,0.0942,0.0,0.7381,高价带,0.2011,4127
DW-2103010099,冲调,咖啡,咖啡,210301,一般商品,盒,13g*10,16.3,1.0,1,16.3,1,0.0,0.0942,0.0,0.7381,高价带,0.2011,4127
DW-2103010108,冲调,咖啡,咖啡,210301,一般商品,盒,15g*7,89.1,9.0,9,9.9,7,0.2857,0.1786,0.0,0.3333,低价带,0.4081,346
DW-2103010109,冲调,咖啡,咖啡,210301,一般商品,盒,15g*7,49.5,5.0,5,9.9,5,0.0,0.0691,0.0,0.3333,低价带,0.2706,1843
DW-2103010110,冲调,咖啡,咖啡,210301,一般商品,盒,13g*7,49.5,5.0,5,9.9,5,0.0,0.0691,0.0,0.3333,低价带,0.2706,1843
DW-2103010112,冲调,咖啡,咖啡,210301,一般商品,盒,15g*30,120.9,3.0,3,40.3,3,0.0,0.0797,0.0,0.9524,高价带,0.2917,1479
DW-2103010115,冲调,咖啡,咖啡,210301,一般商品,盒,15g*42,159.6,4.0,4,56.0,4,0.0,0.074,1.0,1.0,高价带,0.3087,1204
DW-2103010123,冲调,咖啡,咖啡,210301,一般商品,袋,72g,20.6,2.0,2,10.3,2,0.0,0.0863,0.0,0.4762,中价带,0.2156,3512
DW-2103010124,冲调,咖啡,咖啡,210301,一般商品,袋,72g,41.2,4.0,4,10.3,3,0.3333,0.1566,0.0,0.4762,中价带,0.325,968
DW-2103010125,冲调,咖啡,咖啡,210301,一般商品,袋,72g,20.6,2.0,2,10.3,2,0.0,0.0863,0.0,0.4762,中价带,0.2156,3512
DW-2103020002,冲调,咖啡,炼乳,210302,一般商品,支,185g,12.9,1.0,1,12.9,1,0.0,0.0942,0.0,0.6667,中价带,0.1927,4512
DW-2103020004,冲调,咖啡,炼乳,210302,一般商品,支,185g,38.7,3.0,3,12.9,3,0.0,0.0797,0.0,0.6667,中价带,0.2473,2393
DW-2103020006,冲调,咖啡,炼乳,210302,一般商品,支,185g,12.9,1.0,1,12.9,1,0.0,0.0942,0.0,0.6667,中价带,0.1927,4512
DW-2103030002,冲调,咖啡,咖啡伴侣,210303,一般商品,瓶,100g,11.7,1.0,1,11.7,1,0.0,0.0942,0.0,0.6667,中价带,0.1893,4651
DW-2103030003,冲调,咖啡,咖啡伴侣,210303,一般商品,瓶,200g,44.6,2.0,2,22.3,2,0.0,0.0863,0.0,1.0,高价带,0.2456,2447
DW-2103030007,冲调,咖啡,咖啡伴侣,210303,一般商品,盒,400g,22.6,2.0,2,11.3,2,0.0,0.0863,0.0,0.3333,低价带,0.2191,3365
DW-2104010012,冲调,冲饮品,果味饮品,210401,一般商品,袋,400g,13.9,1.0,1,13.9,1,0.0,0.0942,0.0,0.75,高价带,0.1954,4363
DW-2104010034,冲调,冲饮品,果味饮品,210401,一般商品,袋,400g,15.3,1.0,1,15.3,1,0.0,0.0942,0.0,1.0,高价带,0.1988,4222
DW-2104010042,冲调,冲饮品,果味饮品,210401,一般商品,盒,75g,14.6,2.0,2,7.3,2,0.0,0.0863,0.0,0.375,中价带,0.2027,4038
DW-2104010043,冲调,冲饮品,果味饮品,210401,一般商品,盒,75g,14.6,2.0,2,7.3,1,1.0,0.1851,0.0,0.375,中价带,0.303,1326
DW-2104020011,冲调,冲饮品,奶茶饮品,210402,一般商品,杯,80g,8.5,3.0,3,3.0,3,0.0,0.0797,0.3333,0.2174,低价带,0.1919,4559
DW-2104020014,冲调,冲饮品,奶茶饮品,210402,一般商品,杯,70g,7.0,2.0,2,3.5,2,0.0,0.0863,0.0,0.5652,中价带,0.1776,5138
DW-2104020022,冲调,冲饮品,奶茶饮品,210402,一般商品,杯,80g,21.9,8.0,8,3.0,7,0.1429,0.1198,0.375,0.2174,低价带,0.3047,1299
DW-2104020023,冲调,冲饮品,奶茶饮品,210402,一般商品,杯,80g,58.9,22.0,20,3.0,7,0.1429,0.1198,0.4,0.2174,低价带,0.3576,637
DW-2104020024,冲调,冲饮品,奶茶饮品,210402,一般商品,杯,80g,18.0,6.0,6,3.0,6,0.0,0.0647,0.0,0.2174,低价带,0.2408,2577
DW-2104020025,冲调,冲饮品,奶茶饮品,210402,一般商品,杯,80g,18.1,7.0,7,3.0,6,0.1667,0.1272,0.5714,0.2174,低价带,0.2982,1393
