user_id,R_最近购买间隔,F_购买频次,M_消费金额,记录数,客单价,平均件单价,占比_蔬果,占比_休闲,占比_粮油,占比_日配,占比_洗化,占比_酒饮,占比_肉禽,占比_熟食,类目熵,小类购买数,生鲜占比,促销金额占比,促销频次占比,促销敏感度,低价带占比,高价带占比,偏好价格分位,退货率,复购紧迫度均值,平均复购周期
0302,105,2,50.2,11,25.1,4.5636,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7333,7,0.0,0.0976,0.0909,0.0945,0.512,0.3287,0.547,0.0,11.6667,9.0
0303,4,11,540.07,72,49.0973,6.9824,0.1453,0.2279,0.2809,0.07,0.1429,0.0265,0.0326,0.0,3.2974,42,0.1779,0.0859,0.0694,0.0784,0.2044,0.4868,0.6427,0.0137,3.9759,50.5
0304,0,35,1473.24,159,42.0926,11.4911,0.5501,0.0338,0.0456,0.0234,0.0765,0.0025,0.1859,0.0334,2.9001,43,0.736,0.0728,0.0629,0.0683,0.1091,0.3956,0.5659,0.0,3.1233,15.0302
0305,98,2,34.2,6,17.1,2.85,0.0,0.0,0.5,0.0,0.0,0.4064,0.0936,0.0,1.5323,5,0.0936,0.5058,0.3333,0.4267,0.4386,0.231,0.4549,0.0,6.125,16.0
0306,4,8,348.49,47,43.5612,5.0967,0.2071,0.0574,0.1987,0.2268,0.0169,0.2158,0.0342,0.0,3.236,35,0.2413,0.2729,0.1915,0.2355,0.2181,0.6015,0.6373,0.0208,0.5405,61.9
0307,10,2,40.85,12,20.425,4.2561,0.2294,0.4504,0.1366,0.1836,0.0,0.0,0.0,0.0,2.0659,9,0.2294,0.0,0.0,0.0,0.5067,0.033,0.366,0.0,0.0962,104.0
0308,1,8,369.09,41,46.1362,5.9299,0.0473,0.2834,0.103,0.1328,0.2365,0.0596,0.0182,0.0453,2.8238,27,0.0655,0.2057,0.1463,0.1785,0.2815,0.4024,0.5523,0.0,32.0036,31.8
0309,1,16,601.06,85,37.5663,9.2327,0.2725,0.098,0.1834,0.1539,0.0346,0.1893,0.0484,0.0,3.1166,42,0.3336,0.1678,0.0588,0.1178,0.2358,0.4137,0.5418,0.0,1.071,40.3233
0310,9,4,193.19,15,48.2975,14.0789,0.0874,0.1199,0.6931,0.0995,0.0,0.0,0.0,0.0,1.964,13,0.0874,0.0512,0.0667,0.0583,0.1842,0.6658,0.6635,0.0,0.0,26.0
0311,11,5,305.59,39,61.118,9.2972,0.4029,0.0759,0.1095,0.0779,0.1165,0.0452,0.0782,0.0,2.7513,25,0.4811,0.0458,0.0769,0.0601,0.1121,0.3848,0.5847,0.0,0.365,46.5333
0312,114,1,188.8,3,188.8,62.9333,0.0,0.0,0.4762,0.0,0.0524,0.0,0.0,0.0,0.8624,3,0.0,1.0,1.0,1.0,0.0,0.4714,0.7883,0.0,0.0,26.0
0313,37,7,205.93,26,29.4186,3.6752,0.0438,0.2499,0.0772,0.5349,0.0772,0.0,0.0,0.0169,2.7028,24,0.0607,0.4583,0.2692,0.3715,0.3627,0.5699,0.5155,0.0,10.2857,7.0
0314,99,3,76.13,19,25.3767,7.1699,0.6312,0.0,0.0,0.2703,0.0,0.0,0.0985,0.0,2.3304,12,0.7297,0.1169,0.0526,0.0874,0.2304,0.4653,0.5642,0.0,25.2667,8.1667
0315,112,3,57.18,6,19.06,5.243,0.0,0.5229,0.241,0.1836,0.0525,0.0,0.0,0.0,1.2914,5,0.0,0.0525,0.1667,0.1049,0.1207,0.8793,0.8482,0.0,113.0,1.0
0316,29,11,887.22,41,80.6564,11.5511,0.1514,0.0092,0.0011,0.1614,0.6165,0.0,0.0592,0.0011,2.0309,30,0.2117,0.2184,0.2195,0.2189,0.0991,0.456,0.6785,0.0,14.7431,25.6667
0317,33,6,344.45,57,57.4083,10.7446,0.122,0.2717,0.1333,0.0309,0.0549,0.0639,0.1653,0.051,2.9973,30,0.3944,0.0141,0.0351,0.0237,0.1593,0.6307,0.6786,0.0172,1.6542,35.0227
0318,13,21,854.03,65,40.6681,5.9057,0.0456,0.3428,0.1458,0.2752,0.164,0.0265,0.0,0.0,3.1162,38,0.0456,0.491,0.2769,0.3927,0.3172,0.4877,0.6022,0.0,2.6162,26.1833
0319,114,1,7.05,2,7.05,2.8965,0.4043,0.0,0.0,0.5957,0.0,0.0,0.0,0.0,0.6747,2,0.4043,0.0,0.0,0.0,0.0,0.5957,0.6605,0.0,0.0,26.0
0320,88,2,58.76,6,29.38,11.5897,0.5456,0.0,0.0,0.0,0.2859,0.0,0.0,0.0,1.6931,6,0.5456,0.1344,0.1667,0.1492,0.0,0.6181,0.7699,0.0,0.0,26.0
0321,57,4,153.84,18,38.46,3.3716,0.1871,0.1699,0.0857,0.5395,0.0,0.0,0.0,0.0177,2.063,15,0.2048,0.5066,0.1667,0.3506,0.0629,0.6937,0.6848,0.0,3.3791,37.3333
0322,114,1,16.81,3,16.81,10.0779,0.1553,0.0,0.8447,0.0,0.0,0.0,0.0,0.0,0.5389,3,0.1553,0.8447,0.3333,0.61,0.0,0.0833,0.5913,0.0,0.0,26.0
0323,114,1,45.5,5,45.5,9.1,0.0,0.0,0.0,0.0,0.9143,0.0,0.0,0.0,1.4686,5,0.0,0.2176,0.2,0.2095,0.389,0.3934,0.5909,0.0,0.0,26.0
0324,114,1,8.5,2,8.5,4.25,0.0,0.4941,0.5059,0.0,0.0,0.0,0.0,0.0,0.6931,2,0.0,0.0,0.0,0.0,0.4941,0.0,0.3624,0.0,0.0,26.0
0325,8,3,166.5,10,55.5,7.9879,0.4468,0.176,0.0234,0.3538,0.0,0.0,0.0,0.0,1.6349,9,0.4468,0.3538,0.1,0.2373,0.376,0.4348,0.4839,0.0,56.0,2.0
0326,1,16,736.25,62,46.0156,9.7966,0.0037,0.191,0.0836,0.0451,0.3891,0.0299,0.0,0.0,3.484,45,0.0037,0.0742,0.1129,0.0919,0.1368,0.5274,0.6434,0.0,1.0529,39.25
0327,15,7,202.38,37,28.9114,7.2206,0.5112,0.0297,0.1566,0.0505,0.0,0.0,0.2008,0.0511,2.7641,23,0.7268,0.1157,0.1081,0.1122,0.3453,0.4051,0.5155,0.0,2.9833,37.6429
0328,73,3,104.7,10,34.9,11.6722,0.0745,0.2426,0.6829,0.0,0.0,0.0,0.0,0.0,1.5404,9,0.0745,0.0,0.0,0.0,0.2961,0.638,0.6571,0.0,1.8718,39.0
0329,4,5,313.5,12,62.7,10.3479,0.0201,0.0,0.0,0.0345,0.0,0.9308,0.0,0.0146,1.1571,8,0.0347,0.0,0.0,0.0,0.4403,0.0146,0.4721,0.0,0.6909,55.0
0330,25,4,173.12,13,43.28,16.9992,0.0583,0.0168,0.2178,0.0156,0.0918,0.491,0.1088,0.0,1.5835,10,0.1671,0.0918,0.0769,0.085,0.0402,0.4295,0.61,0.0,1.3791,33.6667
0331,2,9,185.12,29,20.5689,6.8071,0.1219,0.3365,0.1804,0.161,0.1469,0.0,0.0533,0.0,3.0061,24,0.1751,0.4709,0.3448,0.413,0.2333,0.5287,0.6138,0.0,5.1668,47.6667
0332,89,3,182.5,23,60.8333,6.3022,0.0,0.5507,0.2975,0.0,0.0,0.0811,0.0,0.0,2.7684,17,0.0,0.0942,0.087,0.0909,0.3271,0.4049,0.5503,0.0,0.0,26.0
0333,92,4,145.3,11,36.325,11.3471,0.3806,0.1714,0.0778,0.3703,0.0,0.0,0.0,0.0,1.8748,11,0.3806,0.5416,0.2727,0.4182,0.0738,0.5926,0.7716,0.0,0.0,26.0
0334,92,3,97.4,13,32.4667,5.7294,0.0,0.1109,0.5626,0.0,0.3265,0.0,0.0,0.0,2.2098,10,0.0,0.3265,0.1538,0.2472,0.4076,0.5616,0.61,0.0,9.2,10.0
0335,114,1,33.56,4,33.56,13.4887,0.0,0.0,0.295,0.0,0.0,0.4142,0.0,0.2908,1.0844,3,0.0,0.0,0.0,0.0,0.4142,0.2908,0.5458,0.0,0.0,26.0
0336,23,5,127.79,20,25.558,10.3742,0.0269,0.1135,0.0157,0.3452,0.2027,0.0,0.1077,0.1884,2.2571,14,0.1844,0.4586,0.3,0.3858,0.1248,0.6643,0.6993,0.0,3.8831,38.1
0337,6,14,502.86,56,35.9186,10.7635,0.3001,0.215,0.067,0.1419,0.0,0.1199,0.0406,0.0639,2.821,24,0.3704,0.0931,0.0357,0.0667,0.2091,0.5091,0.6756,0.0175,1.4324,38.26
0338,103,2,72.7,3,36.35,24.2333,0.0,0.9078,0.0,0.0,0.0922,0.0,0.0,0.0,0.3075,2,0.0,0.0,0.0,0.0,0.0922,0.564,0.7604,0.0,0.0,26.0
0339,1,29,323.52,73,11.1559,7.164,0.409,0.2214,0.1199,0.0983,0.0,0.1511,0.0,0.0002,3.2276,35,0.409,0.0095,0.0274,0.0177,0.229,0.5723,0.6367,0.0135,1.3295,31.5428
0340,114,1,105.0,1,105.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4091,0.0,0.0,26.0
0341,36,5,120.78,10,24.156,2.3758,0.1128,0.0,0.0902,0.6773,0.0,0.0,0.0,0.0,1.6913,8,0.2325,0.6773,0.3,0.5041,0.6711,0.3289,0.3521,0.0,0.6377,69.0
0342,77,2,36.62,13,18.31,4.3317,0.5131,0.1393,0.0519,0.2957,0.0,0.0,0.0,0.0,1.8392,8,0.5131,0.1393,0.0769,0.1107,0.5486,0.2709,0.3775,0.0,2.1389,36.0
0343,3,3,86.47,11,28.8233,3.9551,0.2414,0.0,0.7586,0.0,0.0,0.0,0.0,0.0,1.4551,6,0.2414,0.0,0.0,0.0,0.37,0.3754,0.4941,0.0,0.0,26.0
0344,15,9,499.12,86,55.4578,6.8744,0.165,0.3861,0.2354,0.1047,0.0872,0.0216,0.0,0.0,3.4274,45,0.165,0.5319,0.3953,0.4692,0.2062,0.6333,0.6624,0.0,1.6308,37.5521
0345,89,2,93.14,9,46.57,5.2444,0.1485,0.0492,0.2185,0.5731,0.0,0.0,0.0,0.0107,1.5457,8,0.1592,0.6431,0.2222,0.4499,0.0578,0.2632,0.4982,0.0,0.0,26.0
0346,33,4,321.02,35,80.255,9.4102,0.0677,0.0426,0.1663,0.1292,0.2654,0.0364,0.2503,0.0,2.9534,29,0.3179,0.5582,0.4571,0.5118,0.1894,0.4609,0.5869,0.0,8.7619,10.5
0347,12,5,433.24,48,86.648,8.1685,0.0539,0.6289,0.0733,0.1565,0.0549,0.0,0.0324,0.0,3.1617,32,0.0863,0.5415,0.4583,0.5033,0.1173,0.747,0.7478,0.0,0.2152,56.5833
0348,3,24,1089.23,88,45.3846,8.3366,0.4549,0.1012,0.1953,0.1765,0.0341,0.0,0.0146,0.0142,3.1602,41,0.4837,0.1269,0.125,0.126,0.1813,0.5891,0.6604,0.0,1.8345,32.8377
0349,94,3,74.47,10,24.8233,8.5864,0.2798,0.0201,0.0,0.2982,0.0,0.0,0.4018,0.0,1.6668,8,0.6816,0.0201,0.1,0.0568,0.4214,0.492,0.4997,0.0,4.9474,19.0
0350,6,4,138.83,17,34.7075,7.8675,0.0223,0.5664,0.0893,0.0,0.0,0.2881,0.0,0.0,2.1421,14,0.0223,0.0281,0.0588,0.0422,0.1469,0.7623,0.8457,0.0,0.1971,61.75
0351,97,2,91.5,10,45.75,9.15,0.0,0.0,0.2044,0.0601,0.1082,0.6273,0.0,0.0,1.8429,10,0.0,0.0,0.0,0.0,0.2262,0.4754,0.559,0.0,0.0,26.0
0352,1,14,520.77,71,37.1979,7.6804,0.0399,0.2469,0.2352,0.0917,0.158,0.0371,0.0984,0.0,3.6842,52,0.1573,0.2361,0.1972,0.2182,0.3182,0.4778,0.5638,0.0,3.894,26.3611
0353,11,15,488.5,40,32.5667,7.5613,0.0168,0.1018,0.2541,0.2542,0.0508,0.2246,0.0,0.0612,2.6494,24,0.0168,0.123,0.05,0.0895,0.0554,0.6064,0.6873,0.0,2.7356,33.4333
0354,9,7,504.52,40,72.0743,9.1948,0.1858,0.0149,0.1637,0.151,0.2123,0.0,0.2079,0.0,2.9939,28,0.3937,0.2323,0.125,0.183,0.0481,0.4545,0.6774,0.0,1.7833,42.25
0355,80,5,410.34,48,82.068,12.1806,0.3446,0.1621,0.1208,0.1049,0.0483,0.0,0.1638,0.0,3.0236,31,0.5084,0.2118,0.1875,0.2006,0.1515,0.6792,0.6786,0.0,7.131,15.2143
0356,113,1,53.62,5,53.62,13.233,0.0298,0.2499,0.6136,0.1067,0.0,0.0,0.0,0.0,1.159,5,0.0298,0.1026,0.2,0.1473,0.1365,0.7162,0.63,0.0,0.0,26.0
0357,40,3,209.79,19,69.93,13.9804,0.4259,0.0,0.0329,0.0,0.1854,0.0,0.0617,0.1568,2.1675,12,0.6249,0.0,0.0,0.0,0.1042,0.7988,0.7906,0.0,14.1729,20.25
0358,113,1,45.81,5,45.81,10.6933,0.0,0.7356,0.0,0.2644,0.0,0.0,0.0,0.0,1.5554,5,0.0,0.0,0.0,0.0,0.2644,0.4868,0.4846,0.0,0.0,26.0
0359,113,1,30.22,3,30.22,12.8051,0.0,0.0,0.5758,0.0,0.0,0.0,0.0,0.4242,1.0752,3,0.0,0.0,0.0,0.0,0.0,1.0,0.9031,0.0,0.0,26.0
0360,113,1,25.43,5,25.43,8.5479,0.3854,0.0,0.0,0.6146,0.0,0.0,0.0,0.0,1.1439,5,0.3854,0.6146,0.2,0.4243,0.1691,0.7428,0.8193,0.0,0.0,26.0
0361,86,2,149.7,11,74.85,13.6091,0.0,0.0,0.0,0.0,0.7609,0.0,0.0,0.0,1.7151,7,0.0,0.2752,0.3636,0.3158,0.0929,0.8043,0.7406,0.0,3.1852,27.0
0362,113,1,164.6,11,164.6,7.5126,0.0,0.2242,0.1051,0.5036,0.0,0.0565,0.0,0.1106,2.1928,11,0.0,0.452,0.2727,0.3697,0.0717,0.4635,0.5997,0.0,0.0,26.0
0363,113,1,27.7,4,27.7,6.925,0.0,0.1913,0.0,0.0,0.0,0.0,0.0,0.0,1.2088,4,0.0,0.4116,0.5,0.4521,0.0542,0.3971,0.6267,0.0,0.0,26.0
0364,113,1,17.33,2,17.33,9.1019,0.6249,0.3751,0.0,0.0,0.0,0.0,0.0,0.0,0.6616,2,0.6249,0.0,0.0,0.0,0.0,0.6249,0.7328,0.0,0.0,26.0
0365,24,6,482.06,45,80.3433,6.9864,0.3086,0.073,0.0817,0.286,0.1589,0.0554,0.0,0.0,3.0467,31,0.3086,0.1256,0.1111,0.119,0.2613,0.3509,0.5745,0.0,2.7157,28.5714
0366,113,1,3.25,3,3.25,4.8148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.072,3,1.0,0.0,0.0,0.0,0.0,0.2431,0.56,0.0,0.0,26.0
0367,2,3,149.35,17,49.7833,5.5235,0.2562,0.095,0.0,0.4915,0.0,0.1573,0.0,0.0,2.3569,14,0.2562,0.3394,0.1176,0.2376,0.1796,0.2868,0.5018,0.0,0.018,111.0
0368,15,6,222.92,27,37.1533,8.6679,0.0707,0.096,0.0848,0.0592,0.4114,0.0323,0.2277,0.0,2.6486,23,0.2984,0.113,0.1111,0.1122,0.2522,0.288,0.5647,0.0,0.1531,98.0
0369,69,3,132.29,12,44.0967,9.8058,0.0,0.3228,0.3705,0.2311,0.0,0.0,0.0,0.0,2.2257,11,0.0,0.3386,0.3333,0.3362,0.1464,0.3055,0.5938,0.0,1.5682,44.0
0370,113,1,51.07,4,51.07,12.9619,0.1991,0.0,0.8009,0.0,0.0,0.0,0.0,0.0,0.6372,3,0.1991,0.8009,0.25,0.548,0.1022,0.0,0.528,0.0,0.0,26.0
0371,0,8,341.81,55,42.7262,8.191,0.7184,0.0444,0.114,0.0498,0.0,0.0,0.0286,0.0391,2.4308,20,0.8202,0.0318,0.0364,0.0339,0.2277,0.4329,0.6369,0.0,0.4163,33.2897
0372,1,32,1518.88,171,47.465,8.6164,0.1292,0.201,0.1566,0.207,0.0462,0.0019,0.1521,0.0,3.6417,66,0.2813,0.43,0.2573,0.3507,0.1655,0.7037,0.7045,0.0058,1.1896,26.6859
0373,12,8,253.63,25,31.7038,6.5745,0.0062,0.1596,0.0,0.2117,0.3127,0.0237,0.0141,0.0,2.4108,19,0.0203,0.4077,0.36,0.3858,0.1467,0.6811,0.721,0.0,1.0805,40.8333
0374,57,3,333.53,40,111.1767,9.4963,0.1063,0.0519,0.0893,0.0862,0.0923,0.018,0.1242,0.0575,2.8646,27,0.257,0.0147,0.025,0.0194,0.1872,0.6497,0.7296,0.0,3.2831,34.1667
0375,2,6,266.2,21,44.3667,7.2892,0.0679,0.1087,0.0297,0.4091,0.0,0.0,0.3474,0.0,2.3136,14,0.4153,0.2481,0.3333,0.2872,0.1078,0.8328,0.8051,0.0,0.6934,41.5
0376,51,2,57.12,9,28.56,13.4211,0.6796,0.0263,0.0683,0.0,0.2258,0.0,0.0,0.0,1.5118,9,0.6796,0.3204,0.3333,0.3263,0.0683,0.882,0.8205,0.0,0.0,26.0
0377,79,7,828.73,30,118.39,26.3122,0.0389,0.0573,0.1631,0.0362,0.0189,0.0233,0.4344,0.0224,2.185,24,0.4733,0.0334,0.1,0.064,0.0305,0.8917,0.8949,0.0,8.5173,10.75
0378,19,5,354.4,20,70.88,4.9222,0.0,0.0282,0.0841,0.4032,0.059,0.4086,0.0,0.0,2.1822,16,0.0,0.4204,0.25,0.3422,0.3541,0.5858,0.6382,0.0,1.5185,42.0
0379,113,1,31.27,10,31.27,3.8505,0.5309,0.0,0.0,0.0,0.0,0.0,0.4052,0.064,1.6695,7,1.0,0.0,0.0,0.0,0.6546,0.0563,0.3242,0.0,0.0,26.0
0380,22,5,370.57,45,74.114,6.8558,0.1283,0.0864,0.4565,0.2248,0.0707,0.0121,0.0,0.0153,2.9072,31,0.1633,0.5775,0.2444,0.4246,0.1626,0.3185,0.5866,0.0,1.4338,41.7143
0381,0,10,412.68,59,41.268,6.9308,0.2425,0.1099,0.285,0.0746,0.0,0.0,0.174,0.0942,3.0301,31,0.5306,0.4067,0.2542,0.3367,0.2773,0.5248,0.5935,0.0,1.4388,39.641
0382,10,4,387.19,31,96.7975,5.6133,0.0717,0.1736,0.0,0.5619,0.0,0.1364,0.0436,0.0,2.2754,18,0.1153,0.2825,0.129,0.2121,0.2182,0.313,0.4907,0.0,6.6151,51.5
0383,23,12,302.1,34,25.175,6.6294,0.3952,0.0,0.0467,0.4674,0.0328,0.0,0.0,0.0,2.4096,24,0.3952,0.4128,0.1176,0.2773,0.1527,0.513,0.6083,0.0556,4.3969,28.8333
0384,113,1,32.5,6,32.5,5.4167,0.0,0.7938,0.2062,0.0,0.0,0.0,0.0,0.0,1.5281,5,0.0,0.0,0.0,0.0,0.5569,0.0,0.296,0.0,0.0,26.0
0385,16,11,263.48,42,23.9527,6.641,0.2131,0.1546,0.1607,0.341,0.0,0.0812,0.0,0.0001,3.1425,30,0.2131,0.1818,0.1667,0.1749,0.1601,0.4661,0.5852,0.0,2.3655,30.0
0386,79,5,134.72,11,26.944,8.8376,0.1395,0.2546,0.0,0.0,0.0,0.4409,0.1649,0.0,1.5317,7,0.3045,0.4803,0.1818,0.3433,0.1649,0.2049,0.4947,0.0,7.6452,10.3333
0387,55,3,222.72,34,74.24,5.0323,0.0417,0.4544,0.1055,0.3404,0.0579,0.0,0.0,0.0,2.8535,23,0.0417,0.1026,0.1176,0.1095,0.4105,0.3408,0.47,0.0,2.1197,43.6667
0388,11,5,270.18,23,54.036,9.6493,0.0295,0.2598,0.5011,0.0,0.1873,0.0,0.0,0.0,2.5941,20,0.0295,0.1569,0.2174,0.1847,0.5293,0.2273,0.4565,0.0,2.6161,50.0
0389,4,8,349.89,20,43.7362,18.3525,0.0554,0.1455,0.1818,0.0,0.0,0.5022,0.0,0.0,2.1624,17,0.0554,0.1963,0.1,0.1521,0.1595,0.6332,0.6833,0.0,0.9633,24.6667
0390,71,2,57.92,9,28.96,6.4099,0.0,0.0,0.3729,0.3681,0.0,0.259,0.0,0.0,1.961,8,0.0,0.0,0.0,0.0,0.1609,0.316,0.5321,0.0,0.0,26.0
0391,113,1,56.07,4,56.07,24.7331,0.0244,0.0,0.0,0.0,0.0,0.0,0.9756,0.0,1.044,4,1.0,0.0,0.0,0.0,0.0244,0.9756,0.8339,0.0,0.0,26.0
0392,113,1,51.5,7,51.5,7.3571,0.0,0.6816,0.0408,0.2777,0.0,0.0,0.0,0.0,1.5123,7,0.0,0.1029,0.1429,0.1212,0.1146,0.8854,0.8412,0.0,0.0,26.0
0393,113,1,53.13,3,53.13,18.2327,0.061,0.0,0.0,0.0,0.2428,0.0,0.6962,0.0,0.7664,3,0.7572,0.2428,0.3333,0.2844,0.2428,0.0,0.3701,0.0,0.0,26.0
0394,93,2,140.2,18,70.1,7.7889,0.0,0.5934,0.0071,0.0949,0.2618,0.0428,0.0,0.0,2.5034,16,0.0,0.3295,0.2222,0.2803,0.1127,0.6883,0.7546,0.0,0.0,26.0
0395,0,17,1820.2,175,107.0706,10.223,0.0831,0.2917,0.1378,0.1381,0.1831,0.0676,0.0585,0.0017,3.7226,79,0.1741,0.2992,0.2571,0.2799,0.2593,0.384,0.5735,0.0,1.5898,30.0117
0396,19,18,499.96,73,27.7756,6.0065,0.2311,0.1383,0.048,0.3475,0.1268,0.0,0.0665,0.0,3.1779,37,0.2976,0.4946,0.2603,0.3871,0.1532,0.4751,0.6235,0.0,3.4212,19.8417
0397,3,15,373.88,58,24.9253,7.5202,0.6923,0.0348,0.2728,0.0,0.0,0.0,0.0,0.0,2.4255,18,0.6923,0.0522,0.0172,0.0361,0.1454,0.4434,0.6189,0.0,2.9183,27.9321
0398,2,23,591.82,96,25.7313,8.3686,0.4503,0.0498,0.0449,0.2402,0.0299,0.0042,0.1119,0.0316,3.2345,33,0.5621,0.0817,0.0521,0.0681,0.3,0.3776,0.5545,0.0,1.6586,25.095
0399,113,1,185.65,4,185.65,29.4683,0.0259,0.0,0.0,0.0,0.0,0.0,0.9741,0.0,0.717,4,1.0,0.0,0.0,0.0,0.2743,0.6998,0.6609,0.0,0.0,26.0
0400,0,27,851.95,144,31.5537,6.353,0.4862,0.064,0.1249,0.0947,0.0732,0.0264,0.0817,0.0313,3.4269,47,0.5784,0.1781,0.1458,0.1633,0.3031,0.428,0.5429,0.0,1.1975,27.1371
0401,113,1,49.42,4,49.42,10.7622,0.0,0.0,0.1153,0.8847,0.0,0.0,0.0,0.0,1.2504,4,0.0,0.6536,0.5,0.5831,0.2311,0.4735,0.6015,0.0,0.0,26.0
0402,0,8,384.12,38,48.015,4.1423,0.1007,0.2416,0.0872,0.3707,0.1237,0.0096,0.0,0.0,2.9122,27,0.1007,0.3679,0.2895,0.3319,0.332,0.4533,0.538,0.0,0.513,29.6667
0403,41,4,346.33,16,86.5825,11.421,0.2304,0.168,0.3124,0.2891,0.0,0.0,0.0,0.0,2.364,13,0.2304,0.099,0.125,0.111,0.2614,0.4446,0.6299,0.0,0.6618,68.0
0404,8,10,584.61,54,58.461,8.0702,0.2667,0.0927,0.0652,0.0323,0.2313,0.0411,0.2133,0.0175,3.1626,34,0.4976,0.2477,0.1667,0.2105,0.1908,0.5498,0.6341,0.0,1.6253,44.57
0405,8,15,286.91,43,19.1273,5.5186,0.3322,0.1388,0.0629,0.3176,0.1485,0.0,0.0,0.0,3.0686,29,0.3322,0.3803,0.3023,0.3445,0.1605,0.5723,0.6484,0.0227,1.6031,22.4762
0406,113,1,37.89,3,37.89,11.25,0.0,0.0,0.0,0.0,0.285,0.0,0.715,0.0,0.7635,3,0.715,0.0765,0.3333,0.1944,0.7915,0.0,0.2206,0.0,0.0,26.0
0407,113,1,38.7,7,38.7,12.0224,0.0597,0.2088,0.1576,0.0,0.0,0.0,0.3969,0.0,1.6383,7,0.6336,0.3664,0.4286,0.3949,0.6336,0.2088,0.4114,0.0,0.0,26.0
0408,10,8,297.52,44,37.19,9.6167,0.1675,0.0598,0.1294,0.081,0.281,0.0,0.0878,0.1603,3.1465,30,0.2552,0.1852,0.1364,0.1628,0.1708,0.567,0.6344,0.0,0.6888,33.6667
0409,13,6,156.69,24,26.115,8.8912,0.1571,0.1978,0.1409,0.016,0.0619,0.0,0.0817,0.0128,2.254,15,0.2516,0.0798,0.0833,0.0814,0.1384,0.7113,0.6745,0.0,0.329,48.25
0410,113,1,21.3,2,21.3,8.7474,0.5418,0.0,0.0,0.0,0.0,0.0,0.4582,0.0,0.6897,2,1.0,0.0,0.0,0.0,0.0,0.4582,0.7291,0.0,0.0,26.0
0411,7,19,256.48,38,13.4989,8.4313,0.3684,0.1578,0.0608,0.1973,0.0897,0.0195,0.0244,0.0244,3.0075,28,0.4172,0.2534,0.2105,0.2337,0.2727,0.4304,0.5974,0.0,1.6818,41.0625
0412,15,10,400.69,34,40.069,6.3892,0.0929,0.0916,0.1335,0.2209,0.0372,0.1977,0.0965,0.0,2.5934,24,0.1894,0.168,0.0882,0.1314,0.1875,0.4648,0.5705,0.0,2.5932,21.4
0413,113,1,42.0,1,42.0,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.2083,0.0,0.0,26.0
0414,113,1,20.8,2,20.8,10.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4423,0.0,0.0,26.0
0415,19,13,414.54,41,31.8877,6.4248,0.3301,0.1595,0.1173,0.3154,0.0311,0.0466,0.0,0.0,3.0421,31,0.3301,0.3193,0.2439,0.2847,0.2922,0.4445,0.6071,0.0,12.0774,39.25
0416,112,1,200.67,5,200.67,17.6802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2044,3,1.0,0.0,0.0,0.0,0.0337,0.0103,0.4458,0.0,0.0,26.0
0417,101,2,171.23,12,85.615,17.6726,0.1504,0.3457,0.0391,0.4257,0.0,0.0,0.039,0.0,2.0616,12,0.1895,0.6932,0.3333,0.528,0.0286,0.7818,0.8174,0.0,0.0,26.0
0418,0,2,17.69,5,8.845,1.8989,0.1068,0.0,0.8932,0.0,0.0,0.0,0.0,0.0,1.4869,5,0.1068,0.2205,0.2,0.2111,0.5031,0.3901,0.5227,0.0,0.0,26.0
0419,31,3,67.0,13,22.3333,4.3371,0.1349,0.2713,0.4194,0.0,0.0,0.0,0.0,0.1743,1.9909,9,0.1349,0.0,0.0,0.0,0.1693,0.5293,0.6634,0.0,0.6276,69.6667
0420,112,1,22.79,4,22.79,5.3473,0.0,0.2277,0.5222,0.2501,0.0,0.0,0.0,0.0,1.3352,4,0.0,0.0,0.0,0.0,0.4778,0.373,0.5131,0.0,0.0,26.0
0421,0,8,383.91,41,47.9887,6.0374,0.1211,0.0119,0.0182,0.3182,0.0,0.0,0.3483,0.1302,2.6918,23,0.4694,0.2976,0.122,0.217,0.2813,0.5556,0.6174,0.0,2.9954,43.9833
0422,112,1,2.89,1,2.89,5.6008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,26.0
0423,15,5,273.04,26,54.608,9.3725,0.0,0.0965,0.1773,0.0945,0.6318,0.0,0.0,0.0,2.6084,18,0.0,0.0725,0.0769,0.0745,0.1509,0.5004,0.6599,0.0,1.3496,68.5
0424,97,4,208.59,24,52.1475,9.7295,0.2447,0.1481,0.0946,0.0475,0.1064,0.0,0.0,0.0,2.5827,20,0.2447,0.152,0.125,0.1396,0.2354,0.5896,0.6648,0.0,10.8222,10.3333
0425,69,5,234.32,21,46.864,7.3363,0.1916,0.3969,0.0625,0.3022,0.0,0.0213,0.0,0.0,2.3782,18,0.1916,0.5204,0.2857,0.4127,0.4075,0.4607,0.5308,0.0455,0.0,26.0
